Metric,,,Balanced accuracy,Balanced accuracy,Balanced accuracy,Balanced accuracy,Balanced accuracy,Balanced accuracy,ROC AUC,ROC AUC,ROC AUC,ROC AUC,ROC AUC,ROC AUC,Sensitivity,Sensitivity,Sensitivity,Sensitivity,Sensitivity,Sensitivity,Specificity,Specificity,Specificity,Specificity,Specificity,Specificity
Statistic,,,Observed,2.5%,97.5%,8.5%,91.5%,Significance,Observed,2.5%,97.5%,8.5%,91.5%,Significance,Observed,2.5%,97.5%,8.5%,91.5%,Significance,Observed,2.5%,97.5%,8.5%,91.5%,Significance
Strain task,Learning architecture,Strain task grouping,,,,,,,,,,,,,,,,,,,,,,,,
TA104,gMT,"TA100, TA100+S9, TA102, TA102+S9, TA104, TA104+S9, TA1535, TA1535+S9",0.7569444444444444,0.5694444444444444,0.9236111111111112,0.625,0.8819444444444444,NS,0.8425925925925926,0.6200231481481483,0.9907407407407407,0.7037037037037037,0.9722222222222222,NS,0.5555555555555556,0.2222222222222222,0.8888888888888888,0.3333333333333333,0.7777777777777778,NS,0.9583333333333334,0.875,1.0,0.9166666666666666,1.0,NS
TA104,gMT,"TA100, TA102, TA104, TA1535, TA1537, TA1538, TA97, TA98",0.75,0.5763888888888888,0.9027777777777777,0.6319444444444444,0.8611111111111112,NS,0.8148148148148149,0.6063657407407408,0.9722222222222222,0.675925925925926,0.9305555555555555,NS,0.6666666666666666,0.3333333333333333,0.8888888888888888,0.4444444444444444,0.8888888888888888,NS,0.8333333333333334,0.6666666666666666,0.9583333333333334,0.7083333333333334,0.9166666666666666,NS
TA104+S9,ST,TA104+S9,0.8233082706766917,0.661466165413534,0.9473684210526316,0.7061278195488723,0.9210526315789473,-,0.8909774436090225,0.7518796992481203,0.9849624060150376,0.7969924812030076,0.9699248120300752,-,0.8571428571428571,0.5714285714285714,1.0,0.7142857142857143,1.0,-,0.7894736842105263,0.5789473684210527,0.9473684210526315,0.6797368421052642,0.8947368421052632,-
TA104+S9,uMT,"TA100, TA100+S9, TA102, TA102+S9, TA104, TA104+S9, TA1535, TA1535+S9, TA1537, TA1537+S9, TA1538, TA1538+S9, TA97, TA97+S9, TA98, TA98+S9",0.8045112781954887,0.6165413533834586,0.9736842105263157,0.6616541353383458,0.9216917293233086,NS,0.9022556390977443,0.7593984962406015,1.0,0.8120300751879699,0.9774436090225564,NS,0.7142857142857143,0.42857142857142855,1.0,0.42857142857142855,0.8571428571428571,NS,0.8947368421052632,0.7368421052631579,1.0,0.7894736842105263,1.0,NS
TA104+S9,gMT,"TA100+S9, TA102+S9, TA104+S9, TA1535+S9",0.9022556390977443,0.7330827067669172,1.0,0.8045112781954887,1.0,NS,0.9473684210526316,0.8421052631578947,1.0,0.894736842105263,1.0,NS,0.8571428571428571,0.5714285714285714,1.0,0.7142857142857143,1.0,NS,0.9473684210526315,0.8421052631578947,1.0,0.8947368421052632,1.0,NS
TA104+S9,gMT,"TA100, TA100+S9, TA102, TA102+S9, TA104, TA104+S9, TA1535, TA1535+S9",0.8045112781954887,0.6165413533834586,0.9736842105263157,0.6804511278195489,0.9285714285714286,NS,0.9548872180451127,0.8796992481203008,1.0,0.9097744360902256,1.0,NS,0.7142857142857143,0.42857142857142855,1.0,0.42857142857142855,1.0,NS,0.8947368421052632,0.7368421052631579,1.0,0.7894736842105263,1.0,NS
TA104+S9,gMT,"TA100+S9, TA102+S9, TA104+S9, TA1535+S9, TA1537+S9, TA1538+S9, TA97+S9, TA98+S9",0.8045112781954887,0.6275375939849627,0.9736842105263157,0.6616541353383458,0.9285714285714286,NS,0.9097744360902256,0.7819548872180451,1.0,0.8345864661654135,0.9780827067669177,NS,0.7142857142857143,0.42857142857142855,1.0,0.42857142857142855,1.0,NS,0.8947368421052632,0.7368421052631579,1.0,0.7894736842105263,1.0,NS
TA1535,ST,TA1535,0.6578399122807017,0.5796710526315789,0.7446162280701754,0.5988486842105263,0.7203399122807017,-,0.8633771929824561,0.8071189692982457,0.9155701754385964,0.8243421052631579,0.9019013157894736,-,0.34375,0.1875,0.53125,0.21875,0.46875,-,0.9719298245614035,0.9508771929824561,0.9894736842105263,0.9578947368421052,0.9859649122807017,-
TA1535,uMT,"TA100, TA100+S9, TA102, TA102+S9, TA104, TA104+S9, TA1535, TA1535+S9, TA1537, TA1537+S9, TA1538, TA1538+S9, TA97, TA97+S9, TA98, TA98+S9",0.722094298245614,0.635157620614035,0.8106249999999999,0.6613486842105263,0.784594298245614,NS,0.9422149122807018,0.9027247807017544,0.9728097587719299,0.9153322368421052,0.9655794956140352,*,0.46875,0.28125,0.65625,0.34375,0.59375,NS,0.9754385964912281,0.9543859649122807,0.9929824561403509,0.9614035087719298,0.9859649122807017,NS
TA1535,gMT,"TA100, TA100+S9, TA102, TA102+S9, TA104, TA104+S9, TA1535, TA1535+S9",0.812171052631579,0.7270285087719298,0.8920504385964912,0.7531798245614035,0.8695723684210526,*,0.9286184210526316,0.8975822368421053,0.9583415570175439,0.9066885964912281,0.9516540570175439,*,0.6875,0.53125,0.84375,0.5625,0.78125,*,0.9368421052631579,0.9087719298245615,0.9614912280701754,0.9192982456140351,0.9578947368421052,NS
TA1535,gMT,"TA100, TA102, TA104, TA1535",0.6804824561403509,0.6006030701754386,0.7603618421052631,0.6197368421052631,0.7412280701754386,NS,0.9040570175438596,0.845063048245614,0.9558141447368421,0.8623717105263158,0.9445361842105263,NS,0.375,0.21875,0.53125,0.25,0.5,NS,0.9859649122807017,0.9719298245614035,0.9964912280701754,0.9754385964912281,0.9929824561403509,NS
TA1535,gMT,"TA100, TA102, TA104, TA1535, TA1537, TA1538, TA97, TA98",0.6525767543859649,0.5709429824561403,0.7360046600877193,0.5935715460526315,0.7150767543859649,NS,0.868859649122807,0.8022916666666667,0.9259895833333334,0.8238848684210526,0.9106825657894737,NS,0.34375,0.1875,0.5,0.21875,0.46875,NS,0.9614035087719298,0.9403508771929825,0.9790350877192983,0.9473684210526315,0.9754385964912281,NS
TA1535+S9,ST,TA1535+S9,0.688028627195836,0.5939736499674692,0.7799430709173714,0.6247234873129472,0.7569941444372154,-,0.8070266753415745,0.7275146389069616,0.8866655823031881,0.7513116460637606,0.8648458035133377,-,0.41379310344827586,0.2413793103448276,0.5862068965517241,0.27586206896551724,0.5517241379310345,-,0.9622641509433962,0.939622641509434,0.9849056603773585,0.9471698113207547,0.9773584905660377,-
TA1535+S9,uMT,"TA100, TA100+S9, TA102, TA102+S9, TA104, TA104+S9, TA1535, TA1535+S9, TA1537, TA1537+S9, TA1538, TA1538+S9, TA97, TA97+S9, TA98, TA98+S9",0.7664281067013663,0.678334417696812,0.8526350032530905,0.697462589459987,0.8238126219908913,NS,0.9381912817176318,0.8956213402732596,0.9696811971372804,0.9102147039687704,0.9609629147690306,**,0.5517241379310345,0.3793103448275862,0.7241379310344828,0.41379310344827586,0.6551724137931034,NS,0.9811320754716981,0.9622641509433962,0.9962264150943396,0.969811320754717,0.9924528301886792,NS
TA1535+S9,gMT,"TA100+S9, TA102+S9, TA104+S9, TA1535+S9",0.7936239427456083,0.7093038386467144,0.8723243331164605,0.7358409238776839,0.8532937540663631,NS,0.9030579050097592,0.8370705920624594,0.9515972674040338,0.8629743005855562,0.940083604424203,NS,0.6551724137931034,0.4827586206896552,0.8275862068965517,0.5517241379310345,0.7586206896551724,NS,0.9320754716981132,0.9018867924528302,0.9585849056603772,0.909433962264151,0.9509433962264151,NS
TA1535+S9,gMT,"TA100, TA100+S9, TA102, TA102+S9, TA104, TA104+S9, TA1535, TA1535+S9",0.6996096291476903,0.6077423552374757,0.7877504879635653,0.6403383214053351,0.7685751463890695,NS,0.9237475601821731,0.8870396877033181,0.9539525048796358,0.900195185426155,0.9467905009759272,**,0.4482758620689655,0.27586206896551724,0.6206896551724138,0.3448275862068966,0.5862068965517241,NS,0.9509433962264151,0.9245283018867925,0.9773584905660377,0.9320754716981132,0.969811320754717,NS
TA1535+S9,gMT,"TA100+S9, TA102+S9, TA104+S9, TA1535+S9, TA1537+S9, TA1538+S9, TA97+S9, TA98+S9",0.5883539362394274,0.5212752114508783,0.6629798308392973,0.536629798308393,0.6419648666232921,NS,0.8779440468445023,0.8140143135979182,0.9326089785296031,0.8345907612231619,0.9202784645413142,NS,0.20689655172413793,0.06896551724137931,0.3448275862068966,0.10344827586206896,0.3103448275862069,NS,0.969811320754717,0.9471698113207547,0.9886792452830189,0.9547169811320755,0.9849056603773585,NS
TA1537,ST,TA1537,0.7531475574953836,0.6642605338257512,0.8440133456437804,0.6859996642605338,0.8202954507302334,-,0.8714117844552628,0.7807453416149069,0.9524928655363438,0.8081106261541043,0.9296911196911197,-,0.5217391304347826,0.34782608695652173,0.6956521739130435,0.391304347826087,0.6521739130434783,-,0.9845559845559846,0.9691119691119691,0.9961389961389961,0.972972972972973,0.9922779922779923,-
TA1537,uMT,"TA100, TA100+S9, TA102, TA102+S9, TA104, TA104+S9, TA1535, TA1535+S9, TA1537, TA1537+S9, TA1538, TA1538+S9, TA97, TA97+S9, TA98, TA98+S9",0.8579822058082928,0.7671646802081584,0.9468692294779251,0.792764814503945,0.9231995971126405,NS,0.9477925130099043,0.8903684740641262,0.9867424878294444,0.9084967265402047,0.9800235017626322,NS,0.7391304347826086,0.5652173913043478,0.9130434782608695,0.6086956521739131,0.8695652173913043,NS,0.9768339768339769,0.9575289575289575,0.9922779922779923,0.9613899613899614,0.9884169884169884,NS
TA1537,gMT,"TA100, TA102, TA104, TA1535, TA1537, TA1538, TA97, TA98",0.8125734430082256,0.7096210340775558,0.899529964747356,0.7454255497733758,0.8777908343125735,NS,0.9056572100050361,0.8285630350847742,0.9654230317273795,0.8556857478596609,0.9519892563370824,NS,0.6521739130434783,0.43478260869565216,0.8260869565217391,0.5217391304347826,0.782608695652174,NS,0.972972972972973,0.9535714285714286,0.9922779922779923,0.9575289575289575,0.9845559845559846,NS
TA1537,gMT,"TA1537, TA1537+S9, TA1538, TA1538+S9, TA97, TA97+S9, TA98, TA98+S9",0.7570085613563875,0.6502434111129763,0.8599609702870572,0.6879301661910358,0.8241564545912372,NS,0.9479603827429914,0.8693889541715627,0.9921101225449052,0.8997817693469867,0.987913379217727,NS,0.5217391304347826,0.30434782608695654,0.7391304347826086,0.391304347826087,0.6521739130434783,NS,0.9922779922779923,0.9806949806949807,1.0,0.9845559845559846,1.0,NS
TA1537,gMT,"TA1537, TA1538, TA97, TA98",0.7550780594258855,0.6444519053214706,0.8637737115997985,0.6737489508141682,0.8223900453248281,NS,0.8947456773543729,0.7961935538022494,0.9660903139164009,0.8277513849252979,0.9493033406076884,NS,0.5217391304347826,0.30434782608695654,0.7391304347826086,0.34782608695652173,0.6521739130434783,NS,0.9884169884169884,0.972972972972973,1.0,0.9803667953667955,0.9961389961389961,NS
TA1537+S9,ST,TA1537+S9,0.6339271255060729,0.5519028340080971,0.7179757085020243,0.5737550607287449,0.6939271255060728,-,0.9076923076923078,0.8513117408906883,0.9520728744939272,0.8726987854251012,0.9417004048582996,-,0.28,0.12,0.44,0.16,0.4,-,0.9878542510121457,0.97165991902834,1.0,0.979757085020243,0.9959514170040485,-
TA1537+S9,uMT,"TA100, TA100+S9, TA102, TA102+S9, TA104, TA104+S9, TA1535, TA1535+S9, TA1537, TA1537+S9, TA1538, TA1538+S9, TA97, TA97+S9, TA98, TA98+S9",0.7498785425101215,0.6478542510121458,0.847904858299595,0.6838056680161944,0.8238056680161944,NS,0.9497975708502024,0.9083319838056679,0.9823481781376519,0.9256267206477733,0.9757085020242914,NS,0.52,0.32,0.72,0.4,0.68,NS,0.979757085020243,0.9595141700404858,0.9959514170040485,0.9676113360323887,0.9919028340080972,NS
TA1537+S9,gMT,"TA1537+S9, TA1538+S9, TA97+S9, TA98+S9",0.8139271255060729,0.7179757085020243,0.9139271255060728,0.7519028340080971,0.8779757085020243,*,0.9588663967611336,0.9185222672064778,0.9878542510121457,0.9337651821862348,0.9820380566801619,NS,0.64,0.44,0.84,0.52,0.76,*,0.9878542510121457,0.97165991902834,1.0,0.979757085020243,0.9959514170040485,NS
TA1537+S9,gMT,"TA100+S9, TA102+S9, TA104+S9, TA1535+S9, TA1537+S9, TA1538+S9, TA97+S9, TA98+S9",0.7838056680161943,0.6878542510121457,0.8817813765182186,0.7098578947368421,0.8498785425101214,*,0.9444534412955465,0.9076882591093116,0.9732955465587044,0.9203101214574899,0.9664777327935223,NS,0.6,0.4,0.8,0.44,0.72,*,0.9676113360323887,0.9433198380566802,0.9878542510121457,0.951417004048583,0.9838056680161943,NS
TA1537+S9,gMT,"TA1537, TA1537+S9, TA1538, TA1538+S9, TA97, TA97+S9, TA98, TA98+S9",0.7498785425101215,0.6519028340080971,0.8478542510121457,0.68582995951417,0.8159514170040486,NS,0.9651821862348178,0.9350607287449393,0.9870526315789474,0.9462348178137652,0.9815384615384616,*,0.52,0.32,0.72,0.4,0.64,NS,0.979757085020243,0.9595141700404858,0.9959514170040485,0.9676113360323887,0.9919028340080972,NS
TA1538,ST,TA1538,0.669891640866873,0.5555340557275542,0.7875386996904025,0.5849458204334366,0.7548374613003096,-,0.8498452012383901,0.7425986842105264,0.9318982198142415,0.7797987616099071,0.9121845975232199,-,0.35294117647058826,0.11764705882352941,0.5882352941176471,0.17647058823529413,0.5294117647058824,-,0.9868421052631579,0.9671052631578947,1.0,0.9736842105263158,1.0,-
TA1538,uMT,"TA100, TA100+S9, TA102, TA102+S9, TA104, TA104+S9, TA1535, TA1535+S9, TA1537, TA1537+S9, TA1538, TA1538+S9, TA97, TA97+S9, TA98, TA98+S9",0.7809597523219814,0.656733746130031,0.8953173374613003,0.6927244582043344,0.8691950464396285,NS,0.9276315789473684,0.8180727554179565,0.9895510835913313,0.8633243034055728,0.9837461300309598,NS,0.5882352941176471,0.35294117647058826,0.8235294117647058,0.4117647058823529,0.7647058823529411,NS,0.9736842105263158,0.9473684210526315,0.993421052631579,0.9539473684210527,0.993421052631579,NS
TA1538,gMT,"TA1537, TA1537+S9, TA1538, TA1538+S9, TA97, TA97+S9, TA98, TA98+S9",0.8037925696594428,0.6861455108359134,0.9214396284829721,0.7218566176470589,0.8887383900928792,NS,0.94156346749226,0.8707333591331269,0.9891640866873065,0.8935758513931888,0.9829721362229102,NS,0.6470588235294118,0.4117647058823529,0.8823529411764706,0.47058823529411764,0.8235294117647058,NS,0.9605263157894737,0.9276315789473685,0.9868421052631579,0.9407894736842105,0.9802631578947368,NS
TA1538,gMT,"TA1537, TA1538, TA97, TA98",0.7776702786377709,0.6533620356037153,0.8953173374613003,0.6861455108359134,0.8659055727554179,NS,0.9316950464396284,0.8568014705882353,0.9825948142414861,0.8863999613003096,0.9750386996904024,NS,0.5882352941176471,0.35294117647058826,0.8235294117647058,0.4117647058823529,0.7647058823529411,NS,0.9671052631578947,0.9407894736842105,0.993421052631579,0.9473684210526315,0.9868421052631579,NS
TA1538,gMT,"TA100, TA102, TA104, TA1535, TA1537, TA1538, TA97, TA98",0.7710913312693499,0.6534442724458205,0.8855311532507739,0.6894349845201238,0.8560371517027863,NS,0.926470588235294,0.8436532507739939,0.9791118421052633,0.8757082043343654,0.9713622291021671,NS,0.5882352941176471,0.35294117647058826,0.8235294117647058,0.4117647058823529,0.7647058823529411,NS,0.9539473684210527,0.9210526315789473,0.9802631578947368,0.9276315789473685,0.9736842105263158,NS
TA1538+S9,ST,TA1538+S9,0.7606115107913669,0.6463983812949641,0.8784172661870504,0.685611510791367,0.8392086330935251,-,0.8276978417266186,0.7104136690647482,0.9313039568345324,0.7499694244604316,0.9068345323741007,-,0.55,0.3487500000000011,0.8,0.4,0.7,-,0.9712230215827338,0.9424460431654677,0.9928057553956835,0.9496402877697842,0.9856115107913669,-
