Metric,,,Balanced accuracy,Balanced accuracy,Balanced accuracy,Balanced accuracy,Balanced accuracy,Balanced accuracy,ROC AUC,ROC AUC,ROC AUC,ROC AUC,ROC AUC,ROC AUC,Sensitivity,Sensitivity,Sensitivity,Sensitivity,Sensitivity,Sensitivity,Specificity,Specificity,Specificity,Specificity,Specificity,Specificity
Statistic,,,Observed,2.5%,97.5%,8.5%,91.5%,Significance,Observed,2.5%,97.5%,8.5%,91.5%,Significance,Observed,2.5%,97.5%,8.5%,91.5%,Significance,Observed,2.5%,97.5%,8.5%,91.5%,Significance
Strain task,Learning architecture,Strain task grouping,,,,,,,,,,,,,,,,,,,,,,,,
TA1538+S9,uMT,"TA100, TA100+S9, TA102, TA102+S9, TA104, TA104+S9, TA1535, TA1535+S9, TA1537, TA1537+S9, TA1538, TA1538+S9, TA97, TA97+S9, TA98, TA98+S9",0.8998201438848921,0.8142086330935252,0.9712230215827338,0.8462230215827338,0.9534172661870504,*,0.9856115107913669,0.9701438848920863,0.9971223021582735,0.9765881294964028,0.9949640287769784,**,0.85,0.7,1.0,0.75,0.95,*,0.9496402877697842,0.9136690647482014,0.9856115107913669,0.9280575539568345,0.9718345323741009,NS
TA1538+S9,gMT,"TA1537, TA1537+S9, TA1538, TA1538+S9, TA97, TA97+S9, TA98, TA98+S9",0.9070143884892086,0.8248201438848921,0.9784172661870504,0.8534172661870504,0.9606115107913669,*,0.9877697841726618,0.9723021582733813,0.997841726618705,0.9780575539568346,0.99568345323741,**,0.85,0.7,1.0,0.75,0.95,*,0.9640287769784173,0.9280575539568345,0.9928057553956835,0.9424460431654677,0.9856115107913669,NS
TA1538+S9,gMT,"TA100+S9, TA102+S9, TA104+S9, TA1535+S9, TA1537+S9, TA1538+S9, TA97+S9, TA98+S9",0.849820143884892,0.7428057553956835,0.9354361510791367,0.7748201438848921,0.9142086330935252,NS,0.9654676258992806,0.9323561151079136,0.9884982014388489,0.943884892086331,0.9824046762589929,**,0.75,0.55,0.9,0.6,0.85,NS,0.9496402877697842,0.9134892086330937,0.9856115107913669,0.920863309352518,0.9712230215827338,NS
TA1538+S9,gMT,"TA1537+S9, TA1538+S9, TA97+S9, TA98+S9",0.8356115107913669,0.7320143884892086,0.9320143884892087,0.7642086330935252,0.9070143884892086,NS,0.9597122302158272,0.9107823741007194,0.9920863309352518,0.9262284172661871,0.9866906474820144,*,0.7,0.5,0.9,0.55,0.85,NS,0.9712230215827338,0.9424460431654677,0.9928057553956835,0.9496402877697842,0.9856115107913669,NS
TA97,ST,TA97,0.6077510275983559,0.4961832061068702,0.726952436876101,0.5308279506752789,0.6923076923076923,-,0.7721667645331768,0.6335290663534938,0.8849236641221374,0.6788021139166178,0.8561362301820318,-,0.23076923076923078,0.0,0.46153846153846156,0.07692307692307693,0.38461538461538464,-,0.9847328244274809,0.9618320610687023,1.0,0.9694656488549618,1.0,-
TA97,uMT,"TA100, TA100+S9, TA102, TA102+S9, TA104, TA104+S9, TA1535, TA1535+S9, TA1537, TA1537+S9, TA1538, TA1538+S9, TA97, TA97+S9, TA98, TA98+S9",0.7847915443335292,0.6385789782736347,0.9040883734586025,0.684942748091603,0.8731650029359953,NS,0.9577216676453317,0.9154433352906636,0.985907222548444,0.9295361127422197,0.9800352319436288,**,0.6153846153846154,0.3076923076923077,0.8461538461538461,0.4550000000000016,0.7692307692307693,*,0.9541984732824428,0.916030534351145,0.9847328244274809,0.9236641221374046,0.9770992366412213,NS
TA97,gMT,"TA100, TA102, TA104, TA1535, TA1537, TA1538, TA97, TA98",0.8426306517909572,0.723429242513212,0.950381679389313,0.7618907809747504,0.9233705226071638,*,0.9430416911332943,0.8790223135642983,0.9888432178508514,0.9042366412213741,0.9782736347621844,*,0.7692307692307693,0.5384615384615384,1.0,0.6153846153846154,0.9230769230769231,**,0.916030534351145,0.8702290076335878,0.9618320610687023,0.8854961832061069,0.9465648854961832,NS
TA97,gMT,"TA1537, TA1537+S9, TA1538, TA1538+S9, TA97, TA97+S9, TA98, TA98+S9",0.8423370522607163,0.7231356429829712,0.9577216676453317,0.7577803875513799,0.9230769230769231,*,0.9776864357017029,0.9424398120963006,1.0,0.9541984732824428,0.996476805637111,**,0.6923076923076923,0.46153846153846156,0.9230769230769231,0.5384615384615384,0.8461538461538461,*,0.9923664122137404,0.9770992366412213,1.0,0.9770992366412213,1.0,NS
TA97,gMT,"TA1537, TA1538, TA97, TA98",0.7809747504403993,0.6540443335290664,0.9116265413975337,0.680857310628303,0.8693482090428655,NS,0.9130945390487375,0.8260863182618909,0.9770992366412213,0.8587786259541985,0.9624192601291838,*,0.6153846153846154,0.38461538461538464,0.8461538461538461,0.46153846153846156,0.7692307692307693,*,0.9465648854961832,0.9082061068702292,0.9847328244274809,0.916030534351145,0.9701145038167941,NS
TA97+S9,ST,TA97+S9,0.5552995391705069,0.47580645161290325,0.6664746543778802,0.4879032258064516,0.6267281105990783,-,0.7355990783410139,0.5857862903225807,0.8600374423963133,0.6324395161290323,0.8283899769585255,-,0.14285714285714285,0.0,0.35714285714285715,0.0,0.2857142857142857,-,0.967741935483871,0.9354838709677419,0.9919354838709677,0.9435483870967742,0.9838709677419355,-
TA97+S9,uMT,"TA100, TA100+S9, TA102, TA102+S9, TA104, TA104+S9, TA1535, TA1535+S9, TA1537, TA1537+S9, TA1538, TA1538+S9, TA97, TA97+S9, TA98, TA98+S9",0.8329493087557605,0.7137096774193548,0.9441244239631337,0.7531134792626728,0.9164746543778801,**,0.9210829493087558,0.8387096774193549,0.9798387096774194,0.863479262672811,0.9700460829493088,*,0.7142857142857143,0.5,0.9285714285714286,0.5714285714285714,0.8571428571428571,**,0.9516129032258065,0.9112903225806451,0.9838709677419355,0.9274193548387096,0.9758064516129032,NS
TA97+S9,gMT,"TA1537, TA1537+S9, TA1538, TA1538+S9, TA97, TA97+S9, TA98, TA98+S9",0.8410138248847927,0.7061203917050692,0.956221198156682,0.7574884792626728,0.9164746543778801,**,0.9400921658986174,0.8737327188940094,0.9879032258064515,0.8957373271889401,0.9775345622119815,**,0.7142857142857143,0.42857142857142855,0.9285714285714286,0.5714285714285714,0.8571428571428571,**,0.967741935483871,0.9354838709677419,0.9919354838709677,0.9435483870967742,0.9919354838709677,NS
TA97+S9,gMT,"TA100+S9, TA102+S9, TA104+S9, TA1535+S9, TA1537+S9, TA1538+S9, TA97+S9, TA98+S9",0.7932027649769586,0.658410138248848,0.9164746543778801,0.6941244239631337,0.8802332949308755,*,0.9216589861751152,0.854233870967742,0.9735167050691244,0.8767281105990784,0.9591503456221199,*,0.6428571428571429,0.35714285714285715,0.8571428571428571,0.42857142857142855,0.7857142857142857,*,0.9435483870967742,0.8951612903225806,0.9758064516129032,0.9112903225806451,0.967741935483871,NS
TA97+S9,gMT,"TA1537+S9, TA1538+S9, TA97+S9, TA98+S9",0.6981566820276498,0.559331797235023,0.8329493087557605,0.603110599078341,0.8012672811059909,NS,0.9020737327188941,0.8306451612903226,0.9588277649769584,0.8562543202764977,0.9441244239631337,*,0.42857142857142855,0.14285714285714285,0.7142857142857143,0.21428571428571427,0.6428571428571429,NS,0.967741935483871,0.9354838709677419,0.9919354838709677,0.9435483870967742,0.9919354838709677,NS
TA98,ST,TA98,0.7299409237379162,0.6774395810955961,0.7796495703544576,0.6940655209452202,0.765655209452202,-,0.8499865735767992,0.8023093447905478,0.8924019871106337,0.8183351235230935,0.8801482948442535,-,0.5204081632653061,0.41836734693877553,0.6224489795918368,0.4489795918367347,0.5918367346938775,-,0.9394736842105263,0.9157894736842105,0.9631578947368421,0.9210526315789473,0.9552631578947368,-
TA98,uMT,"TA100, TA100+S9, TA102, TA102+S9, TA104, TA104+S9, TA1535, TA1535+S9, TA1537, TA1537+S9, TA1538, TA1538+S9, TA97, TA97+S9, TA98, TA98+S9",0.8270408163265306,0.78093649301826,0.8729632116004297,0.7960492749731471,0.8589825456498389,**,0.944468313641246,0.9168823845327604,0.9672677228786252,0.9260872717508055,0.9602063641245971,**,0.7040816326530612,0.6122448979591837,0.7959183673469388,0.6428571428571429,0.7653061224489796,*,0.95,0.9263157894736842,0.9710526315789474,0.9342105263157895,0.9657894736842105,NS
TA98,gMT,"TA1537, TA1537+S9, TA1538, TA1538+S9, TA97, TA97+S9, TA98, TA98+S9",0.8397153598281418,0.7898455961331902,0.8831921321160042,0.8062830290010742,0.870327604726101,**,0.9326799140708915,0.8995884801288936,0.9613594253490869,0.9100606874328678,0.9539187701396349,**,0.7346938775510204,0.6428571428571429,0.8163265306122449,0.673469387755102,0.7959183673469388,**,0.9447368421052632,0.9210526315789473,0.9658552631578947,0.9289473684210526,0.9605263157894737,NS
TA98,gMT,"TA100, TA102, TA104, TA1535, TA1537, TA1538, TA97, TA98",0.8176691729323309,0.7664876476906552,0.8634344790547798,0.7832569817400644,0.8484425349087004,*,0.9297261009667024,0.8971992481203007,0.9534116541353382,0.9088991675617615,0.9471695757250269,**,0.7142857142857143,0.6122448979591837,0.7961734693877549,0.6530612244897959,0.7755102040816326,*,0.9210526315789473,0.8947368421052632,0.9447368421052632,0.9026315789473685,0.9394736842105263,NS
TA98,gMT,"TA1537, TA1538, TA97, TA98",0.7875402792696026,0.7376745435016112,0.8347824919441461,0.7544575725026852,0.821952470461869,NS,0.901812567132116,0.8650751879699248,0.9349432733619764,0.8779369629430721,0.9260226906552094,NS,0.6224489795918368,0.5306122448979592,0.7142857142857143,0.5612244897959183,0.6836734693877551,NS,0.9526315789473684,0.9315789473684211,0.9710526315789474,0.9394736842105263,0.966013157894737,NS
TA98+S9,ST,TA98+S9,0.7423349056603774,0.6948815139263252,0.7892520215633423,0.7063398472596586,0.7753537735849056,-,0.8958333333333334,0.861235820979335,0.9260865902964959,0.8720632580862534,0.9184731581311769,-,0.5471698113207547,0.4528301886792453,0.6415094339622641,0.4811320754716981,0.6132075471698113,-,0.9375,0.9107142857142857,0.9613095238095238,0.9196428571428571,0.9553571428571429,-
TA98+S9,uMT,"TA100, TA100+S9, TA102, TA102+S9, TA104, TA104+S9, TA1535, TA1535+S9, TA1537, TA1537+S9, TA1538, TA1538+S9, TA97, TA97+S9, TA98, TA98+S9",0.8190420035938903,0.77088948787062,0.864495591868823,0.7889372753818509,0.8518081761006289,*,0.9510332434860738,0.9300005615453729,0.9699629380053908,0.9364844451931715,0.9650181098382749,**,0.6886792452830188,0.5943396226415094,0.7735849056603774,0.6320754716981132,0.7547169811320755,*,0.9494047619047619,0.9255952380952381,0.9732142857142857,0.9315476190476191,0.9672619047619048,NS
TA98+S9,gMT,"TA1537+S9, TA1538+S9, TA97+S9, TA98+S9",0.8326875561545373,0.788493935309973,0.8778701987870621,0.801409478885894,0.8627922843665768,*,0.9246125336927224,0.8926002358490566,0.9529312668463612,0.9036182474168913,0.9442280856918238,NS,0.6981132075471698,0.6132075471698113,0.7924528301886793,0.6320754716981132,0.7547169811320755,*,0.9672619047619048,0.9434523809523809,0.9821428571428571,0.9523809523809523,0.9791666666666666,NS
TA98+S9,gMT,"TA100+S9, TA102+S9, TA104+S9, TA1535+S9, TA1537+S9, TA1538+S9, TA97+S9, TA98+S9",0.8110961365678346,0.7639017576370171,0.8582722652740342,0.7815588499550763,0.8461490622192274,*,0.9410377358490566,0.9203146057951482,0.9625014038634321,0.9264560871518419,0.9563774707996406,*,0.6698113207547169,0.5754716981132075,0.7547169811320755,0.6132075471698113,0.7358490566037735,NS,0.9523809523809523,0.9285714285714286,0.9732142857142857,0.9375,0.9672619047619048,NS
TA98+S9,gMT,"TA1537, TA1537+S9, TA1538, TA1538+S9, TA97, TA97+S9, TA98, TA98+S9",0.8103380503144654,0.7628846585804133,0.8589959568733153,0.7788072776280324,0.8445923180592991,*,0.9496293800539083,0.9235455974842768,0.9739499101527402,0.9310093778077269,0.9672457603324348,*,0.6415094339622641,0.5471698113207547,0.7358490566037735,0.5754716981132075,0.7075471698113207,NS,0.9791666666666666,0.9613095238095238,0.9940476190476191,0.9672619047619048,0.9880952380952381,*
