2023-06-17 03:04:29,222|INFO|__main__.startLogging|>>>> START LOGGING A GMTAMES EXPERIMENT
2023-06-17 03:04:29,222|INFO|__main__.startLogging|mode:|mtg
2023-06-17 03:04:29,222|INFO|__main__.startLogging|tasks:|TA97_S9
2023-06-17 03:04:29,222|INFO|__main__.startLogging|testsplit:|maxmin
2023-06-17 03:04:29,222|INFO|__main__.startLogging|output:|mtg_experiment_maxmin
2023-06-17 03:04:29,222|INFO|__main__.startLogging|device:|titanv
2023-06-17 03:04:29,222|INFO|__main__.startLogging|DONE
2023-06-17 03:04:29,222|INFO|mtg.runMTGExperiment|>>>> RUNNING MECHANISTIC TASK GROUPING EXPERIMENT
2023-06-17 03:04:29,566|INFO|mtg.runMTGExperiment|Device confirmed:|cuda:0
2023-06-17 03:04:30,651|INFO|nn.loadModellingDataset|Train descriptors loaded (features, instances):|1024|1206
2023-06-17 03:04:30,651|INFO|nn.loadModellingDataset|Train endpoints loaded (tasks, instances):|1|1206
2023-06-17 03:04:30,651|INFO|nn.loadModellingDataset|Val descriptors loaded (features, instances):|1024|345
2023-06-17 03:04:30,651|INFO|nn.loadModellingDataset|Val endpoints loaded (tasks, instances):|1|345
2023-06-17 03:04:33,166|INFO|nn.computeOptunaObjective|Trial 0 params:|{'n_layers': 2, 'architecture': 'top', 'lr': 0.001, 'n_epochs': 200}
2023-06-17 03:04:33,166|INFO|nn.computeOptunaObjective|Trial 0 balacc:|[0.5784789644012945]
2023-06-17 03:04:33,166|INFO|nn.computeOptunaObjective|Trial 0 rocauc:|[0.7347177274361741]
2023-06-17 03:04:33,166|INFO|nn.computeOptunaObjective|Trial 0 timings:|2.5032760000000005
2023-06-17 03:04:33,166|INFO|nn.computeOptunaObjective|Trial 0 objective:|0.5784789644012945
2023-06-17 03:04:34,370|INFO|nn.computeOptunaObjective|Trial 1 params:|{'n_layers': 4, 'architecture': 'top', 'lr': 0.001, 'n_epochs': 100}
2023-06-17 03:04:34,370|INFO|nn.computeOptunaObjective|Trial 1 balacc:|[0.5923678532901834]
2023-06-17 03:04:34,370|INFO|nn.computeOptunaObjective|Trial 1 rocauc:|[0.7312117943185905]
2023-06-17 03:04:34,370|INFO|nn.computeOptunaObjective|Trial 1 timings:|1.2123150000000003
2023-06-17 03:04:34,370|INFO|nn.computeOptunaObjective|Trial 1 objective:|0.5923678532901834
2023-06-17 03:04:35,432|INFO|nn.computeOptunaObjective|Trial 2 params:|{'n_layers': 3, 'architecture': 'outer', 'lr': 0.001, 'n_epochs': 100}
2023-06-17 03:04:35,432|INFO|nn.computeOptunaObjective|Trial 2 balacc:|[0.618527508090615]
2023-06-17 03:04:35,432|INFO|nn.computeOptunaObjective|Trial 2 rocauc:|[0.7470783890686804]
2023-06-17 03:04:35,432|INFO|nn.computeOptunaObjective|Trial 2 timings:|1.0504060999999991
2023-06-17 03:04:35,432|INFO|nn.computeOptunaObjective|Trial 2 objective:|0.618527508090615
2023-06-17 03:04:36,573|INFO|nn.computeOptunaObjective|Trial 3 params:|{'n_layers': 4, 'architecture': 'bottom', 'lr': 0.0001, 'n_epochs': 100}
2023-06-17 03:04:36,573|INFO|nn.computeOptunaObjective|Trial 3 balacc:|[0.5]
2023-06-17 03:04:36,573|INFO|nn.computeOptunaObjective|Trial 3 rocauc:|[0.6175836030204962]
2023-06-17 03:04:36,573|INFO|nn.computeOptunaObjective|Trial 3 timings:|1.136019899999999
2023-06-17 03:04:36,573|INFO|nn.computeOptunaObjective|Trial 3 objective:|0.5
2023-06-17 03:04:38,079|INFO|nn.computeOptunaObjective|Trial 4 params:|{'n_layers': 2, 'architecture': 'bottom', 'lr': 0.001, 'n_epochs': 150}
2023-06-17 03:04:38,079|INFO|nn.computeOptunaObjective|Trial 4 balacc:|[0.618527508090615]
2023-06-17 03:04:38,079|INFO|nn.computeOptunaObjective|Trial 4 rocauc:|[0.7258180510607695]
2023-06-17 03:04:38,079|INFO|nn.computeOptunaObjective|Trial 4 timings:|1.5175685999999988
2023-06-17 03:04:38,079|INFO|nn.computeOptunaObjective|Trial 4 objective:|0.618527508090615
2023-06-17 03:04:40,107|INFO|nn.computeOptunaObjective|Trial 5 params:|{'n_layers': 3, 'architecture': 'outer', 'lr': 0.0001, 'n_epochs': 200}
2023-06-17 03:04:40,107|INFO|nn.computeOptunaObjective|Trial 5 balacc:|[0.5662081984897519]
2023-06-17 03:04:40,107|INFO|nn.computeOptunaObjective|Trial 5 rocauc:|[0.7337288745055736]
2023-06-17 03:04:40,107|INFO|nn.computeOptunaObjective|Trial 5 timings:|2.010991800000001
2023-06-17 03:04:40,107|INFO|nn.computeOptunaObjective|Trial 5 objective:|0.5662081984897519
2023-06-17 03:04:41,250|INFO|nn.computeOptunaObjective|Trial 6 params:|{'n_layers': 4, 'architecture': 'top', 'lr': 0.0001, 'n_epochs': 100}
2023-06-17 03:04:41,250|INFO|nn.computeOptunaObjective|Trial 6 balacc:|[0.5]
2023-06-17 03:04:41,250|INFO|nn.computeOptunaObjective|Trial 6 rocauc:|[0.7469435454872347]
2023-06-17 03:04:41,250|INFO|nn.computeOptunaObjective|Trial 6 timings:|1.1455859999999998
2023-06-17 03:04:41,250|INFO|nn.computeOptunaObjective|Trial 6 objective:|0.5
2023-06-17 03:04:42,304|INFO|nn.computeOptunaObjective|Trial 7 params:|{'n_layers': 3, 'architecture': 'bottom', 'lr': 0.001, 'n_epochs': 100}
2023-06-17 03:04:42,304|INFO|nn.computeOptunaObjective|Trial 7 balacc:|[0.6169093851132685]
2023-06-17 03:04:42,304|INFO|nn.computeOptunaObjective|Trial 7 rocauc:|[0.7313466379000358]
2023-06-17 03:04:42,304|INFO|nn.computeOptunaObjective|Trial 7 timings:|1.0570392999999996
2023-06-17 03:04:42,304|INFO|nn.computeOptunaObjective|Trial 7 objective:|0.6169093851132685
2023-06-17 03:04:43,406|INFO|nn.computeOptunaObjective|Trial 8 params:|{'n_layers': 3, 'architecture': 'linear', 'lr': 0.0001, 'n_epochs': 100}
2023-06-17 03:04:43,406|INFO|nn.computeOptunaObjective|Trial 8 balacc:|[0.5]
2023-06-17 03:04:43,406|INFO|nn.computeOptunaObjective|Trial 8 rocauc:|[0.7179072276159655]
2023-06-17 03:04:43,406|INFO|nn.computeOptunaObjective|Trial 8 timings:|1.095745700000002
2023-06-17 03:04:43,406|INFO|nn.computeOptunaObjective|Trial 8 objective:|0.5
2023-06-17 03:04:44,912|INFO|nn.computeOptunaObjective|Trial 9 params:|{'n_layers': 2, 'architecture': 'bottom', 'lr': 0.0001, 'n_epochs': 150}
2023-06-17 03:04:44,912|INFO|nn.computeOptunaObjective|Trial 9 balacc:|[0.5261596548004315]
2023-06-17 03:04:44,912|INFO|nn.computeOptunaObjective|Trial 9 rocauc:|[0.7051420352391226]
2023-06-17 03:04:44,912|INFO|nn.computeOptunaObjective|Trial 9 timings:|1.5074027999999977
2023-06-17 03:04:44,912|INFO|nn.computeOptunaObjective|Trial 9 objective:|0.5261596548004315
2023-06-17 03:04:46,810|INFO|nn.computeOptunaObjective|Trial 10 params:|{'n_layers': 2, 'architecture': 'bottom', 'lr': 0.001, 'n_epochs': 200}
2023-06-17 03:04:46,810|INFO|nn.computeOptunaObjective|Trial 10 balacc:|[0.6169093851132685]
