2023-06-17 03:22:09,675|INFO|__main__.startLogging|>>>> START LOGGING A GMTAMES EXPERIMENT
2023-06-17 03:22:09,675|INFO|__main__.startLogging|mode:|mtg
2023-06-17 03:22:09,675|INFO|__main__.startLogging|tasks:|TA100,TA100_S9,TA102,TA102_S9,TA104,TA104_S9,TA1535,TA1535_S9,TA1537,TA1537_S9,TA1538,TA1538_S9,TA97,TA97_S9,TA98,TA98_S9
2023-06-17 03:22:09,675|INFO|__main__.startLogging|testsplit:|maxmin
2023-06-17 03:22:09,675|INFO|__main__.startLogging|output:|mtg_experiment_maxmin
2023-06-17 03:22:09,675|INFO|__main__.startLogging|device:|titanv
2023-06-17 03:22:09,675|INFO|__main__.startLogging|DONE
2023-06-17 03:22:09,685|INFO|mtg.runMTGExperiment|>>>> RUNNING MECHANISTIC TASK GROUPING EXPERIMENT
2023-06-17 03:22:17,539|INFO|mtg.runMTGExperiment|Device confirmed:|cuda:0
2023-06-17 03:22:18,789|INFO|nn.loadModellingDataset|Train descriptors loaded (features, instances):|1024|7268
2023-06-17 03:22:18,789|INFO|nn.loadModellingDataset|Train endpoints loaded (tasks, instances):|16|7268
2023-06-17 03:22:18,805|INFO|nn.loadModellingDataset|Val descriptors loaded (features, instances):|1024|3868
2023-06-17 03:22:18,805|INFO|nn.loadModellingDataset|Val endpoints loaded (tasks, instances):|16|3868
2023-06-17 03:22:34,660|INFO|nn.computeOptunaObjective|Trial 0 params:|{'n_layers': 2, 'architecture': 'top', 'lr': 0.001, 'n_epochs': 200}
2023-06-17 03:22:34,660|INFO|nn.computeOptunaObjective|Trial 0 balacc:|[0.7508186779866586, 0.7342590726729807, 0.6793394777265744, 0.6701902748414377, 0.7537878787878788, 0.6944777911164466, 0.7243546437206656, 0.6770637707193599, 0.7767547833502105, 0.6951378393871489, 0.784900455744783, 0.7785057471264367, 0.7377675840978593, 0.7829018338727076, 0.7504603103070882, 0.7933583959899749]
2023-06-17 03:22:34,660|INFO|nn.computeOptunaObjective|Trial 0 rocauc:|[0.8545498955595983, 0.8455364830454136, 0.8110599078341013, 0.821353065539112, 0.7681818181818182, 0.7683073229291717, 0.8857203811691083, 0.8044521107209929, 0.8945531098438415, 0.8855203502006358, 0.9044734948428879, 0.9029022988505747, 0.8128260478503327, 0.9237684286227975, 0.8932874096010643, 0.9029627640529896]
2023-06-17 03:22:34,660|INFO|nn.computeOptunaObjective|Trial 0 timings:|15.854398699999999
2023-06-17 03:22:34,660|INFO|nn.computeOptunaObjective|Trial 0 objective:|0.7365049085905132
2023-06-17 03:22:43,225|INFO|nn.computeOptunaObjective|Trial 1 params:|{'n_layers': 4, 'architecture': 'top', 'lr': 0.001, 'n_epochs': 100}
2023-06-17 03:22:43,225|INFO|nn.computeOptunaObjective|Trial 1 balacc:|[0.7256957078363993, 0.7701375785443421, 0.6936251920122888, 0.7832980972515856, 0.7121212121212122, 0.7226890756302521, 0.6111417294837149, 0.5884298195476444, 0.7910248894100091, 0.7225233206524571, 0.8097565363396497, 0.798448275862069, 0.7788271271811478, 0.7928802588996764, 0.7922938260477692, 0.8201127819548872]
