2023-06-17 03:39:44,690|INFO|__main__.startLogging|>>>> START LOGGING A GMTAMES EXPERIMENT
2023-06-17 03:39:44,690|INFO|__main__.startLogging|mode:|mtg
2023-06-17 03:39:44,690|INFO|__main__.startLogging|tasks:|TA100,TA100_S9,TA102,TA102_S9,TA104,TA104_S9,TA1535,TA1535_S9
2023-06-17 03:39:44,690|INFO|__main__.startLogging|testsplit:|scaffold
2023-06-17 03:39:44,690|INFO|__main__.startLogging|output:|mtg_experiment_scaffold
2023-06-17 03:39:44,690|INFO|__main__.startLogging|device:|titanv
2023-06-17 03:39:44,690|INFO|__main__.startLogging|DONE
2023-06-17 03:39:44,690|INFO|mtg.runMTGExperiment|>>>> RUNNING MECHANISTIC TASK GROUPING EXPERIMENT
2023-06-17 03:39:48,492|INFO|mtg.runMTGExperiment|Device confirmed:|cuda:0
2023-06-17 03:39:49,796|INFO|nn.loadModellingDataset|Train descriptors loaded (features, instances):|1024|6060
2023-06-17 03:39:49,796|INFO|nn.loadModellingDataset|Train endpoints loaded (tasks, instances):|8|6060
2023-06-17 03:39:49,827|INFO|nn.loadModellingDataset|Val descriptors loaded (features, instances):|1024|2412
2023-06-17 03:39:49,827|INFO|nn.loadModellingDataset|Val endpoints loaded (tasks, instances):|8|2412
2023-06-17 03:40:02,062|INFO|nn.computeOptunaObjective|Trial 0 params:|{'n_layers': 2, 'architecture': 'top', 'lr': 0.001, 'n_epochs': 200}
2023-06-17 03:40:02,062|INFO|nn.computeOptunaObjective|Trial 0 balacc:|[0.7009433326595242, 0.696838074999542, 0.7025345622119815, 0.6812896405919662, 0.7931818181818182, 0.723889555822329, 0.7081851799175082, 0.6965379276557524]
2023-06-17 03:40:02,062|INFO|nn.computeOptunaObjective|Trial 0 rocauc:|[0.7935499629405026, 0.7906094857750012, 0.7782642089093702, 0.8533298097251586, 0.8856060606060606, 0.8091236494597839, 0.8385720381169108, 0.7636972319751776]
2023-06-17 03:40:02,062|INFO|nn.computeOptunaObjective|Trial 0 timings:|12.240165399999999
2023-06-17 03:40:02,062|INFO|nn.computeOptunaObjective|Trial 0 objective:|0.7129250115050527
2023-06-17 03:40:08,349|INFO|nn.computeOptunaObjective|Trial 1 params:|{'n_layers': 4, 'architecture': 'top', 'lr': 0.001, 'n_epochs': 100}
2023-06-17 03:40:08,349|INFO|nn.computeOptunaObjective|Trial 1 balacc:|[0.7104069806616805, 0.7449209518749886, 0.7141321044546851, 0.7518498942917548, 0.7909090909090909, 0.7623049219687875, 0.7187455553975253, 0.6589777088266514]
2023-06-17 03:40:08,349|INFO|nn.computeOptunaObjective|Trial 1 rocauc:|[0.8197190216292702, 0.7863703812262992, 0.8193548387096774, 0.8414376321353065, 0.8871212121212121, 0.858343337334934, 0.8175935144360689, 0.7700661386461991]
2023-06-17 03:40:08,349|INFO|nn.computeOptunaObjective|Trial 1 timings:|6.277793099999997
2023-06-17 03:40:08,349|INFO|nn.computeOptunaObjective|Trial 1 objective:|0.7315309010481456
2023-06-17 03:40:14,359|INFO|nn.computeOptunaObjective|Trial 2 params:|{'n_layers': 3, 'architecture': 'outer', 'lr': 0.001, 'n_epochs': 100}
2023-06-17 03:40:14,359|INFO|nn.computeOptunaObjective|Trial 2 balacc:|[0.7056701030927834, 0.7073991976111529, 0.6988479262672811, 0.635306553911205, 0.8015151515151515, 0.801920768307323, 0.7243724221305647, 0.7145423368988324]
2023-06-17 03:40:14,359|INFO|nn.computeOptunaObjective|Trial 2 rocauc:|[0.8170776901826022, 0.7983970542436845, 0.7994623655913979, 0.8306025369978859, 0.890909090909091, 0.822328931572629, 0.8324384867017496, 0.7615538499224299]
2023-06-17 03:40:14,359|INFO|nn.computeOptunaObjective|Trial 2 timings:|6.013052399999999
2023-06-17 03:40:14,359|INFO|nn.computeOptunaObjective|Trial 2 objective:|0.7236968074667868
2023-06-17 03:40:20,031|INFO|nn.computeOptunaObjective|Trial 3 params:|{'n_layers': 4, 'architecture': 'bottom', 'lr': 0.0001, 'n_epochs': 100}
2023-06-17 03:40:20,031|INFO|nn.computeOptunaObjective|Trial 3 balacc:|[0.5, 0.49940828402366866, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]
2023-06-17 03:40:20,031|INFO|nn.computeOptunaObjective|Trial 3 rocauc:|[0.5635570379354491, 0.5475113122171944, 0.5391705069124424, 0.5988372093023256, 0.5477272727272727, 0.47539015606242496, 0.6474363532925616, 0.6023107699844861]
2023-06-17 03:40:20,031|INFO|nn.computeOptunaObjective|Trial 3 timings:|5.6696580999999995
2023-06-17 03:40:20,031|INFO|nn.computeOptunaObjective|Trial 3 objective:|0.49992603550295855
2023-06-17 03:40:28,635|INFO|nn.computeOptunaObjective|Trial 4 params:|{'n_layers': 2, 'architecture': 'bottom', 'lr': 0.001, 'n_epochs': 150}
2023-06-17 03:40:28,635|INFO|nn.computeOptunaObjective|Trial 4 balacc:|[0.6894279361229028, 0.6862769523879312, 0.6944700460829493, 0.5903805496828752, 0.8242424242424242, 0.6944777911164466, 0.6962291992604182, 0.6770229443945456]
2023-06-17 03:40:28,635|INFO|nn.computeOptunaObjective|Trial 4 rocauc:|[0.7879960919075534, 0.7781028449997252, 0.772811059907834, 0.8173890063424947, 0.918939393939394, 0.8163265306122448, 0.8202424975110226, 0.7574712174410059]
2023-06-17 03:40:28,635|INFO|nn.computeOptunaObjective|Trial 4 timings:|8.595339100000004
2023-06-17 03:40:28,635|INFO|nn.computeOptunaObjective|Trial 4 objective:|0.6940659804113116
