2023-06-17 05:03:16,838|INFO|__main__.startLogging|>>>> START LOGGING A GMTAMES EXPERIMENT
2023-06-17 05:03:16,838|INFO|__main__.startLogging|mode:|mtg
2023-06-17 05:03:16,838|INFO|__main__.startLogging|tasks:|TA1537_S9,TA1538_S9,TA97_S9,TA98_S9
2023-06-17 05:03:16,838|INFO|__main__.startLogging|testsplit:|scaffold
2023-06-17 05:03:16,838|INFO|__main__.startLogging|output:|mtg_experiment_scaffold
2023-06-17 05:03:16,838|INFO|__main__.startLogging|device:|titanv
2023-06-17 05:03:16,838|INFO|__main__.startLogging|DONE
2023-06-17 05:03:16,838|INFO|mtg.runMTGExperiment|>>>> RUNNING MECHANISTIC TASK GROUPING EXPERIMENT
2023-06-17 05:03:18,860|INFO|mtg.runMTGExperiment|Device confirmed:|cuda:0
2023-06-17 05:03:20,102|INFO|nn.loadModellingDataset|Train descriptors loaded (features, instances):|1024|4560
2023-06-17 05:03:20,102|INFO|nn.loadModellingDataset|Train endpoints loaded (tasks, instances):|4|4560
2023-06-17 05:03:20,118|INFO|nn.loadModellingDataset|Val descriptors loaded (features, instances):|1024|1683
2023-06-17 05:03:20,118|INFO|nn.loadModellingDataset|Val endpoints loaded (tasks, instances):|4|1683
2023-06-17 05:03:28,999|INFO|nn.computeOptunaObjective|Trial 0 params:|{'n_layers': 2, 'architecture': 'top', 'lr': 0.001, 'n_epochs': 200}
2023-06-17 05:03:28,999|INFO|nn.computeOptunaObjective|Trial 0 balacc:|[0.6427249986971703, 0.7056896551724138, 0.6553398058252428, 0.706390977443609]
2023-06-17 05:03:28,999|INFO|nn.computeOptunaObjective|Trial 0 rocauc:|[0.8205091458648184, 0.8744252873563217, 0.8064545127651923, 0.8251230755460078]
2023-06-17 05:03:28,999|INFO|nn.computeOptunaObjective|Trial 0 timings:|8.8870177
2023-06-17 05:03:28,999|INFO|nn.computeOptunaObjective|Trial 0 objective:|0.677536359284609
2023-06-17 05:03:33,372|INFO|nn.computeOptunaObjective|Trial 1 params:|{'n_layers': 4, 'architecture': 'top', 'lr': 0.001, 'n_epochs': 100}
2023-06-17 05:03:33,372|INFO|nn.computeOptunaObjective|Trial 1 balacc:|[0.699176611600396, 0.752816091954023, 0.6382146709816613, 0.7136278195488722]
2023-06-17 05:03:33,372|INFO|nn.computeOptunaObjective|Trial 1 rocauc:|[0.8425399968732085, 0.8633333333333333, 0.804297015462064, 0.8324382384532761]
2023-06-17 05:03:33,372|INFO|nn.computeOptunaObjective|Trial 1 timings:|4.371214
2023-06-17 05:03:33,372|INFO|nn.computeOptunaObjective|Trial 1 objective:|0.7009587985212381
2023-06-17 05:03:37,643|INFO|nn.computeOptunaObjective|Trial 2 params:|{'n_layers': 3, 'architecture': 'outer', 'lr': 0.001, 'n_epochs': 100}
2023-06-17 05:03:37,643|INFO|nn.computeOptunaObjective|Trial 2 balacc:|[0.6903043410287144, 0.7742528735632184, 0.6382146709816613, 0.7225250626566415]
2023-06-17 05:03:37,643|INFO|nn.computeOptunaObjective|Trial 2 rocauc:|[0.8393480639949971, 0.8642528735632184, 0.7943185904350952, 0.8302944862155388]
2023-06-17 05:03:37,643|INFO|nn.computeOptunaObjective|Trial 2 timings:|4.258158999999999
2023-06-17 05:03:37,643|INFO|nn.computeOptunaObjective|Trial 2 objective:|0.7063242370575589
2023-06-17 05:03:41,789|INFO|nn.computeOptunaObjective|Trial 3 params:|{'n_layers': 4, 'architecture': 'bottom', 'lr': 0.0001, 'n_epochs': 100}
2023-06-17 05:03:41,789|INFO|nn.computeOptunaObjective|Trial 3 balacc:|[0.5, 0.5, 0.5, 0.5]
2023-06-17 05:03:41,789|INFO|nn.computeOptunaObjective|Trial 3 rocauc:|[0.6172677054562511, 0.6447701149425288, 0.5903451995685005, 0.6066595059076263]
2023-06-17 05:03:41,789|INFO|nn.computeOptunaObjective|Trial 3 timings:|4.150428099999999
2023-06-17 05:03:41,789|INFO|nn.computeOptunaObjective|Trial 3 objective:|0.5
2023-06-17 05:03:47,904|INFO|nn.computeOptunaObjective|Trial 4 params:|{'n_layers': 2, 'architecture': 'bottom', 'lr': 0.001, 'n_epochs': 150}
2023-06-17 05:03:47,904|INFO|nn.computeOptunaObjective|Trial 4 balacc:|[0.651597269268852, 0.6842528735632184, 0.6136731391585761, 0.7035087719298245]
2023-06-17 05:03:47,904|INFO|nn.computeOptunaObjective|Trial 4 rocauc:|[0.8007321903173694, 0.8667241379310345, 0.7707659115426104, 0.8163869495166487]
2023-06-17 05:03:47,904|INFO|nn.computeOptunaObjective|Trial 4 timings:|6.117283499999999
2023-06-17 05:03:47,904|INFO|nn.computeOptunaObjective|Trial 4 objective:|0.6632580134801178
2023-06-17 05:03:56,386|INFO|nn.computeOptunaObjective|Trial 5 params:|{'n_layers': 3, 'architecture': 'outer', 'lr': 0.0001, 'n_epochs': 200}
2023-06-17 05:03:56,386|INFO|nn.computeOptunaObjective|Trial 5 balacc:|[0.5911199124498411, 0.7142528735632184, 0.5752427184466019, 0.7099624060150376]
2023-06-17 05:03:56,386|INFO|nn.computeOptunaObjective|Trial 5 rocauc:|[0.824626087862838, 0.8678735632183908, 0.7936893203883495, 0.8259443250984604]
2023-06-17 05:03:56,386|INFO|nn.computeOptunaObjective|Trial 5 timings:|8.4674337
2023-06-17 05:03:56,386|INFO|nn.computeOptunaObjective|Trial 5 objective:|0.6476444776186747
