2023-06-17 02:51:25,472|INFO|__main__.startLogging|>>>> START LOGGING A GMTAMES EXPERIMENT
2023-06-17 02:51:25,472|INFO|__main__.startLogging|mode:|mtg
2023-06-17 02:51:25,472|INFO|__main__.startLogging|tasks:|TA1537_S9
2023-06-17 02:51:25,472|INFO|__main__.startLogging|testsplit:|scaffold
2023-06-17 02:51:25,472|INFO|__main__.startLogging|output:|mtg_experiment_scaffold
2023-06-17 02:51:25,472|INFO|__main__.startLogging|device:|titanv
2023-06-17 02:51:25,472|INFO|__main__.startLogging|DONE
2023-06-17 02:51:25,472|INFO|mtg.runMTGExperiment|>>>> RUNNING MECHANISTIC TASK GROUPING EXPERIMENT
2023-06-17 02:51:26,053|INFO|mtg.runMTGExperiment|Device confirmed:|cuda:0
2023-06-17 02:51:27,294|INFO|nn.loadModellingDataset|Train descriptors loaded (features, instances):|1024|2374
2023-06-17 02:51:27,294|INFO|nn.loadModellingDataset|Train endpoints loaded (tasks, instances):|1|2374
2023-06-17 02:51:27,310|INFO|nn.loadModellingDataset|Val descriptors loaded (features, instances):|1024|681
2023-06-17 02:51:27,310|INFO|nn.loadModellingDataset|Val endpoints loaded (tasks, instances):|1|681
2023-06-17 02:51:31,892|INFO|nn.computeOptunaObjective|Trial 0 params:|{'n_layers': 2, 'architecture': 'top', 'lr': 0.001, 'n_epochs': 200}
2023-06-17 02:51:31,892|INFO|nn.computeOptunaObjective|Trial 0 balacc:|[0.5798243785502111]
2023-06-17 02:51:31,892|INFO|nn.computeOptunaObjective|Trial 0 rocauc:|[0.7352389389754547]
2023-06-17 02:51:31,892|INFO|nn.computeOptunaObjective|Trial 0 timings:|4.5883916000000005
2023-06-17 02:51:31,892|INFO|nn.computeOptunaObjective|Trial 0 objective:|0.5798243785502111
2023-06-17 02:51:34,079|INFO|nn.computeOptunaObjective|Trial 1 params:|{'n_layers': 4, 'architecture': 'top', 'lr': 0.001, 'n_epochs': 100}
2023-06-17 02:51:34,079|INFO|nn.computeOptunaObjective|Trial 1 balacc:|[0.5717598624211788]
2023-06-17 02:51:34,079|INFO|nn.computeOptunaObjective|Trial 1 rocauc:|[0.7305487518891032]
2023-06-17 02:51:34,079|INFO|nn.computeOptunaObjective|Trial 1 timings:|2.1791158
2023-06-17 02:51:34,079|INFO|nn.computeOptunaObjective|Trial 1 objective:|0.5717598624211788
2023-06-17 02:51:36,110|INFO|nn.computeOptunaObjective|Trial 2 params:|{'n_layers': 3, 'architecture': 'outer', 'lr': 0.001, 'n_epochs': 100}
2023-06-17 02:51:36,110|INFO|nn.computeOptunaObjective|Trial 2 balacc:|[0.5564385846057638]
2023-06-17 02:51:36,110|INFO|nn.computeOptunaObjective|Trial 2 rocauc:|[0.7385481265308248]
2023-06-17 02:51:36,110|INFO|nn.computeOptunaObjective|Trial 2 timings:|2.02961
2023-06-17 02:51:36,110|INFO|nn.computeOptunaObjective|Trial 2 objective:|0.5564385846057638
2023-06-17 02:51:38,109|INFO|nn.computeOptunaObjective|Trial 3 params:|{'n_layers': 4, 'architecture': 'bottom', 'lr': 0.0001, 'n_epochs': 100}
2023-06-17 02:51:38,109|INFO|nn.computeOptunaObjective|Trial 3 balacc:|[0.5]
2023-06-17 02:51:38,109|INFO|nn.computeOptunaObjective|Trial 3 rocauc:|[0.5882927719005681]
2023-06-17 02:51:38,109|INFO|nn.computeOptunaObjective|Trial 3 timings:|1.9917783999999994
2023-06-17 02:51:38,109|INFO|nn.computeOptunaObjective|Trial 3 objective:|0.5
2023-06-17 02:51:41,007|INFO|nn.computeOptunaObjective|Trial 4 params:|{'n_layers': 2, 'architecture': 'bottom', 'lr': 0.001, 'n_epochs': 150}
2023-06-17 02:51:41,007|INFO|nn.computeOptunaObjective|Trial 4 balacc:|[0.585465631351295]
2023-06-17 02:51:41,007|INFO|nn.computeOptunaObjective|Trial 4 rocauc:|[0.7329329303246652]
2023-06-17 02:51:41,007|INFO|nn.computeOptunaObjective|Trial 4 timings:|2.9005249000000024
2023-06-17 02:51:41,007|INFO|nn.computeOptunaObjective|Trial 4 objective:|0.585465631351295
2023-06-17 02:51:45,060|INFO|nn.computeOptunaObjective|Trial 5 params:|{'n_layers': 3, 'architecture': 'outer', 'lr': 0.0001, 'n_epochs': 200}
2023-06-17 02:51:45,060|INFO|nn.computeOptunaObjective|Trial 5 balacc:|[0.5217702850591485]
2023-06-17 02:51:45,060|INFO|nn.computeOptunaObjective|Trial 5 rocauc:|[0.7353040804627651]
2023-06-17 02:51:45,060|INFO|nn.computeOptunaObjective|Trial 5 timings:|4.053240800000001
2023-06-17 02:51:45,060|INFO|nn.computeOptunaObjective|Trial 5 objective:|0.5217702850591485
2023-06-17 02:51:47,121|INFO|nn.computeOptunaObjective|Trial 6 params:|{'n_layers': 4, 'architecture': 'top', 'lr': 0.0001, 'n_epochs': 100}
2023-06-17 02:51:47,121|INFO|nn.computeOptunaObjective|Trial 6 balacc:|[0.5]
2023-06-17 02:51:47,121|INFO|nn.computeOptunaObjective|Trial 6 rocauc:|[0.741818229193809]
2023-06-17 02:51:47,121|INFO|nn.computeOptunaObjective|Trial 6 timings:|2.0641049000000002
2023-06-17 02:51:47,121|INFO|nn.computeOptunaObjective|Trial 6 objective:|0.5
2023-06-17 02:51:49,105|INFO|nn.computeOptunaObjective|Trial 7 params:|{'n_layers': 3, 'architecture': 'bottom', 'lr': 0.001, 'n_epochs': 100}
2023-06-17 02:51:49,105|INFO|nn.computeOptunaObjective|Trial 7 balacc:|[0.5798243785502111]
2023-06-17 02:51:49,105|INFO|nn.computeOptunaObjective|Trial 7 rocauc:|[0.7309265725155036]
