2023-06-17 02:33:43,843|INFO|__main__.startLogging|>>>> START LOGGING A GMTAMES EXPERIMENT
2023-06-17 02:33:43,843|INFO|__main__.startLogging|mode:|mtg
2023-06-17 02:33:43,843|INFO|__main__.startLogging|tasks:|TA104
2023-06-17 02:33:43,843|INFO|__main__.startLogging|testsplit:|scaffold
2023-06-17 02:33:43,843|INFO|__main__.startLogging|output:|mtg_experiment_scaffold
2023-06-17 02:33:43,843|INFO|__main__.startLogging|device:|titanv
2023-06-17 02:33:43,843|INFO|__main__.startLogging|DONE
2023-06-17 02:33:43,843|INFO|mtg.runMTGExperiment|>>>> RUNNING MECHANISTIC TASK GROUPING EXPERIMENT
2023-06-17 02:33:44,016|INFO|mtg.runMTGExperiment|Device confirmed:|cuda:0
2023-06-17 02:33:45,179|INFO|nn.loadModellingDataset|Train descriptors loaded (features, instances):|1024|299
2023-06-17 02:33:45,179|INFO|nn.loadModellingDataset|Train endpoints loaded (tasks, instances):|1|299
2023-06-17 02:33:45,179|INFO|nn.loadModellingDataset|Val descriptors loaded (features, instances):|1024|82
2023-06-17 02:33:45,179|INFO|nn.loadModellingDataset|Val endpoints loaded (tasks, instances):|1|82
2023-06-17 02:33:46,656|INFO|nn.computeOptunaObjective|Trial 0 params:|{'n_layers': 2, 'architecture': 'top', 'lr': 0.001, 'n_epochs': 200}
2023-06-17 02:33:46,656|INFO|nn.computeOptunaObjective|Trial 0 balacc:|[0.731060606060606]
2023-06-17 02:33:46,656|INFO|nn.computeOptunaObjective|Trial 0 rocauc:|[0.8121212121212121]
2023-06-17 02:33:46,656|INFO|nn.computeOptunaObjective|Trial 0 timings:|1.4705219999999994
2023-06-17 02:33:46,656|INFO|nn.computeOptunaObjective|Trial 0 objective:|0.731060606060606
2023-06-17 02:33:47,218|INFO|nn.computeOptunaObjective|Trial 1 params:|{'n_layers': 4, 'architecture': 'top', 'lr': 0.001, 'n_epochs': 100}
2023-06-17 02:33:47,218|INFO|nn.computeOptunaObjective|Trial 1 balacc:|[0.7371212121212121]
2023-06-17 02:33:47,218|INFO|nn.computeOptunaObjective|Trial 1 rocauc:|[0.7924242424242425]
2023-06-17 02:33:47,218|INFO|nn.computeOptunaObjective|Trial 1 timings:|0.5635510000000004
2023-06-17 02:33:47,218|INFO|nn.computeOptunaObjective|Trial 1 objective:|0.7371212121212121
2023-06-17 02:33:47,757|INFO|nn.computeOptunaObjective|Trial 2 params:|{'n_layers': 3, 'architecture': 'outer', 'lr': 0.001, 'n_epochs': 100}
2023-06-17 02:33:47,757|INFO|nn.computeOptunaObjective|Trial 2 balacc:|[0.7537878787878788]
2023-06-17 02:33:47,757|INFO|nn.computeOptunaObjective|Trial 2 rocauc:|[0.8056818181818182]
2023-06-17 02:33:47,757|INFO|nn.computeOptunaObjective|Trial 2 timings:|0.5311951000000006
2023-06-17 02:33:47,757|INFO|nn.computeOptunaObjective|Trial 2 objective:|0.7537878787878788
2023-06-17 02:33:48,241|INFO|nn.computeOptunaObjective|Trial 3 params:|{'n_layers': 4, 'architecture': 'bottom', 'lr': 0.0001, 'n_epochs': 100}
2023-06-17 02:33:48,241|INFO|nn.computeOptunaObjective|Trial 3 balacc:|[0.5909090909090909]
2023-06-17 02:33:48,241|INFO|nn.computeOptunaObjective|Trial 3 rocauc:|[0.7386363636363636]
2023-06-17 02:33:48,241|INFO|nn.computeOptunaObjective|Trial 3 timings:|0.48834160000000004
2023-06-17 02:33:48,241|INFO|nn.computeOptunaObjective|Trial 3 objective:|0.5909090909090909
2023-06-17 02:33:48,920|INFO|nn.computeOptunaObjective|Trial 4 params:|{'n_layers': 2, 'architecture': 'bottom', 'lr': 0.001, 'n_epochs': 150}
2023-06-17 02:33:48,920|INFO|nn.computeOptunaObjective|Trial 4 balacc:|[0.6856060606060606]
2023-06-17 02:33:48,920|INFO|nn.computeOptunaObjective|Trial 4 rocauc:|[0.8075757575757575]
2023-06-17 02:33:48,920|INFO|nn.computeOptunaObjective|Trial 4 timings:|0.6782323999999997
2023-06-17 02:33:48,920|INFO|nn.computeOptunaObjective|Trial 4 objective:|0.6856060606060606
2023-06-17 02:33:49,951|INFO|nn.computeOptunaObjective|Trial 5 params:|{'n_layers': 3, 'architecture': 'outer', 'lr': 0.0001, 'n_epochs': 200}
2023-06-17 02:33:49,951|INFO|nn.computeOptunaObjective|Trial 5 balacc:|[0.6651515151515152]
2023-06-17 02:33:49,951|INFO|nn.computeOptunaObjective|Trial 5 rocauc:|[0.8060606060606059]
2023-06-17 02:33:49,951|INFO|nn.computeOptunaObjective|Trial 5 timings:|1.0241084000000003
2023-06-17 02:33:49,951|INFO|nn.computeOptunaObjective|Trial 5 objective:|0.6651515151515152
2023-06-17 02:33:50,521|INFO|nn.computeOptunaObjective|Trial 6 params:|{'n_layers': 4, 'architecture': 'top', 'lr': 0.0001, 'n_epochs': 100}
2023-06-17 02:33:50,521|INFO|nn.computeOptunaObjective|Trial 6 balacc:|[0.6280303030303029]
2023-06-17 02:33:50,521|INFO|nn.computeOptunaObjective|Trial 6 rocauc:|[0.7931818181818182]
2023-06-17 02:33:50,521|INFO|nn.computeOptunaObjective|Trial 6 timings:|0.564305000000001
2023-06-17 02:33:50,521|INFO|nn.computeOptunaObjective|Trial 6 objective:|0.6280303030303029
2023-06-17 02:33:50,981|INFO|nn.computeOptunaObjective|Trial 7 params:|{'n_layers': 3, 'architecture': 'bottom', 'lr': 0.001, 'n_epochs': 100}
2023-06-17 02:33:50,981|INFO|nn.computeOptunaObjective|Trial 7 balacc:|[0.7537878787878788]
2023-06-17 02:33:50,981|INFO|nn.computeOptunaObjective|Trial 7 rocauc:|[0.8068181818181819]
2023-06-17 02:33:50,981|INFO|nn.computeOptunaObjective|Trial 7 timings:|0.4545427000000011
2023-06-17 02:33:50,981|INFO|nn.computeOptunaObjective|Trial 7 objective:|0.7537878787878788
2023-06-17 02:33:51,481|INFO|nn.computeOptunaObjective|Trial 8 params:|{'n_layers': 3, 'architecture': 'linear', 'lr': 0.0001, 'n_epochs': 100}
2023-06-17 02:33:51,481|INFO|nn.computeOptunaObjective|Trial 8 balacc:|[0.5825757575757575]
2023-06-17 02:33:51,481|INFO|nn.computeOptunaObjective|Trial 8 rocauc:|[0.7795454545454545]
2023-06-17 02:33:51,481|INFO|nn.computeOptunaObjective|Trial 8 timings:|0.5005173999999997
2023-06-17 02:33:51,481|INFO|nn.computeOptunaObjective|Trial 8 objective:|0.5825757575757575
2023-06-17 02:33:52,215|INFO|nn.computeOptunaObjective|Trial 9 params:|{'n_layers': 2, 'architecture': 'bottom', 'lr': 0.0001, 'n_epochs': 150}
2023-06-17 02:33:52,215|INFO|nn.computeOptunaObjective|Trial 9 balacc:|[0.6878787878787879]
2023-06-17 02:33:52,215|INFO|nn.computeOptunaObjective|Trial 9 rocauc:|[0.7825757575757576]
2023-06-17 02:33:52,215|INFO|nn.computeOptunaObjective|Trial 9 timings:|0.7351720000000004
2023-06-17 02:33:52,215|INFO|nn.computeOptunaObjective|Trial 9 objective:|0.6878787878787879
2023-06-17 02:33:53,123|INFO|nn.computeOptunaObjective|Trial 10 params:|{'n_layers': 2, 'architecture': 'bottom', 'lr': 0.001, 'n_epochs': 200}
2023-06-17 02:33:53,123|INFO|nn.computeOptunaObjective|Trial 10 balacc:|[0.6856060606060606]
2023-06-17 02:33:53,123|INFO|nn.computeOptunaObjective|Trial 10 rocauc:|[0.8098484848484849]
2023-06-17 02:33:53,123|INFO|nn.computeOptunaObjective|Trial 10 timings:|0.8991147000000002
2023-06-17 02:33:53,123|INFO|nn.computeOptunaObjective|Trial 10 objective:|0.6856060606060606
2023-06-17 02:33:53,982|INFO|nn.computeOptunaObjective|Trial 11 params:|{'n_layers': 4, 'architecture': 'linear', 'lr': 0.001, 'n_epochs': 150}
2023-06-17 02:33:53,982|INFO|nn.computeOptunaObjective|Trial 11 balacc:|[0.7659090909090909]
2023-06-17 02:33:53,982|INFO|nn.computeOptunaObjective|Trial 11 rocauc:|[0.8109848484848485]
2023-06-17 02:33:53,982|INFO|nn.computeOptunaObjective|Trial 11 timings:|0.8567593000000002
2023-06-17 02:33:53,982|INFO|nn.computeOptunaObjective|Trial 11 objective:|0.7659090909090909
2023-06-17 02:33:54,905|INFO|nn.computeOptunaObjective|Trial 12 params:|{'n_layers': 2, 'architecture': 'outer', 'lr': 0.001, 'n_epochs': 200}
2023-06-17 02:33:54,905|INFO|nn.computeOptunaObjective|Trial 12 balacc:|[0.7083333333333333]
2023-06-17 02:33:54,905|INFO|nn.computeOptunaObjective|Trial 12 rocauc:|[0.8068181818181818]
2023-06-17 02:33:54,905|INFO|nn.computeOptunaObjective|Trial 12 timings:|0.9321460999999989
2023-06-17 02:33:54,905|INFO|nn.computeOptunaObjective|Trial 12 objective:|0.7083333333333333
2023-06-17 02:33:55,826|INFO|nn.computeOptunaObjective|Trial 13 params:|{'n_layers': 2, 'architecture': 'inner', 'lr': 0.001, 'n_epochs': 200}
2023-06-17 02:33:55,826|INFO|nn.computeOptunaObjective|Trial 13 balacc:|[0.7083333333333333]
2023-06-17 02:33:55,826|INFO|nn.computeOptunaObjective|Trial 13 rocauc:|[0.8121212121212121]
2023-06-17 02:33:55,826|INFO|nn.computeOptunaObjective|Trial 13 timings:|0.9125081999999995
2023-06-17 02:33:55,826|INFO|nn.computeOptunaObjective|Trial 13 objective:|0.7083333333333333
2023-06-17 02:33:56,873|INFO|nn.computeOptunaObjective|Trial 14 params:|{'n_layers': 3, 'architecture': 'linear', 'lr': 0.0001, 'n_epochs': 200}
2023-06-17 02:33:56,873|INFO|nn.computeOptunaObjective|Trial 14 balacc:|[0.6878787878787879]
2023-06-17 02:33:56,873|INFO|nn.computeOptunaObjective|Trial 14 rocauc:|[0.8045454545454546]
2023-06-17 02:33:56,873|INFO|nn.computeOptunaObjective|Trial 14 timings:|1.0388508000000005
2023-06-17 02:33:56,873|INFO|nn.computeOptunaObjective|Trial 14 objective:|0.6878787878787879
2023-06-17 02:33:57,608|INFO|nn.computeOptunaObjective|Trial 15 params:|{'n_layers': 3, 'architecture': 'outer', 'lr': 0.0001, 'n_epochs': 150}
2023-06-17 02:33:57,608|INFO|nn.computeOptunaObjective|Trial 15 balacc:|[0.6651515151515152]
2023-06-17 02:33:57,608|INFO|nn.computeOptunaObjective|Trial 15 rocauc:|[0.7946969696969697]
2023-06-17 02:33:57,608|INFO|nn.computeOptunaObjective|Trial 15 timings:|0.7398070000000008
2023-06-17 02:33:57,608|INFO|nn.computeOptunaObjective|Trial 15 objective:|0.6651515151515152
2023-06-17 02:33:58,280|INFO|nn.computeOptunaObjective|Trial 16 params:|{'n_layers': 2, 'architecture': 'inner', 'lr': 0.0001, 'n_epochs': 150}
2023-06-17 02:33:58,280|INFO|nn.computeOptunaObjective|Trial 16 balacc:|[0.6651515151515152]
2023-06-17 02:33:58,280|INFO|nn.computeOptunaObjective|Trial 16 rocauc:|[0.7992424242424243]
2023-06-17 02:33:58,280|INFO|nn.computeOptunaObjective|Trial 16 timings:|0.6762848999999989
2023-06-17 02:33:58,296|INFO|nn.computeOptunaObjective|Trial 16 objective:|0.6651515151515152
2023-06-17 02:33:58,968|INFO|nn.computeOptunaObjective|Trial 17 params:|{'n_layers': 2, 'architecture': 'linear', 'lr': 0.001, 'n_epochs': 150}
2023-06-17 02:33:58,968|INFO|nn.computeOptunaObjective|Trial 17 balacc:|[0.7083333333333333]
2023-06-17 02:33:58,968|INFO|nn.computeOptunaObjective|Trial 17 rocauc:|[0.8090909090909091]
2023-06-17 02:33:58,968|INFO|nn.computeOptunaObjective|Trial 17 timings:|0.6744517999999999
2023-06-17 02:33:58,968|INFO|nn.computeOptunaObjective|Trial 17 objective:|0.7083333333333333
2023-06-17 02:34:00,069|INFO|nn.computeOptunaObjective|Trial 18 params:|{'n_layers': 4, 'architecture': 'linear', 'lr': 0.001, 'n_epochs': 200}
2023-06-17 02:34:00,069|INFO|nn.computeOptunaObjective|Trial 18 balacc:|[0.7659090909090909]
2023-06-17 02:34:00,069|INFO|nn.computeOptunaObjective|Trial 18 rocauc:|[0.8071969696969696]
2023-06-17 02:34:00,069|INFO|nn.computeOptunaObjective|Trial 18 timings:|1.0988921000000005
2023-06-17 02:34:00,069|INFO|nn.computeOptunaObjective|Trial 18 objective:|0.7659090909090909
2023-06-17 02:34:00,616|INFO|nn.computeOptunaObjective|Trial 19 params:|{'n_layers': 3, 'architecture': 'top', 'lr': 0.001, 'n_epochs': 100}
2023-06-17 02:34:00,616|INFO|nn.computeOptunaObjective|Trial 19 balacc:|[0.7659090909090909]
2023-06-17 02:34:00,616|INFO|nn.computeOptunaObjective|Trial 19 rocauc:|[0.7958333333333334]
2023-06-17 02:34:00,616|INFO|nn.computeOptunaObjective|Trial 19 timings:|0.5477831000000002
2023-06-17 02:34:00,616|INFO|nn.computeOptunaObjective|Trial 19 objective:|0.7659090909090909
2023-06-17 02:34:01,685|INFO|nn.computeOptunaObjective|Trial 20 params:|{'n_layers': 3, 'architecture': 'top', 'lr': 0.0001, 'n_epochs': 200}
2023-06-17 02:34:01,685|INFO|nn.computeOptunaObjective|Trial 20 balacc:|[0.6424242424242425]
2023-06-17 02:34:01,685|INFO|nn.computeOptunaObjective|Trial 20 rocauc:|[0.7992424242424243]
2023-06-17 02:34:01,685|INFO|nn.computeOptunaObjective|Trial 20 timings:|1.0568084000000013
2023-06-17 02:34:01,685|INFO|nn.computeOptunaObjective|Trial 20 objective:|0.6424242424242425
2023-06-17 02:34:02,458|INFO|nn.computeOptunaObjective|Trial 21 params:|{'n_layers': 3, 'architecture': 'outer', 'lr': 0.001, 'n_epochs': 150}
2023-06-17 02:34:02,458|INFO|nn.computeOptunaObjective|Trial 21 balacc:|[0.7765151515151515]
2023-06-17 02:34:02,458|INFO|nn.computeOptunaObjective|Trial 21 rocauc:|[0.803030303030303]
2023-06-17 02:34:02,458|INFO|nn.computeOptunaObjective|Trial 21 timings:|0.7821064
2023-06-17 02:34:02,458|INFO|nn.computeOptunaObjective|Trial 21 objective:|0.7765151515151515
2023-06-17 02:34:03,021|INFO|nn.computeOptunaObjective|Trial 22 params:|{'n_layers': 4, 'architecture': 'inner', 'lr': 0.001, 'n_epochs': 100}
2023-06-17 02:34:03,021|INFO|nn.computeOptunaObjective|Trial 22 balacc:|[0.7742424242424242]
2023-06-17 02:34:03,021|INFO|nn.computeOptunaObjective|Trial 22 rocauc:|[0.8162878787878788]
2023-06-17 02:34:03,021|INFO|nn.computeOptunaObjective|Trial 22 timings:|0.5617669000000021
2023-06-17 02:34:03,036|INFO|nn.computeOptunaObjective|Trial 22 objective:|0.7742424242424242
2023-06-17 02:34:03,887|INFO|nn.computeOptunaObjective|Trial 23 params:|{'n_layers': 4, 'architecture': 'top', 'lr': 0.001, 'n_epochs': 150}
2023-06-17 02:34:03,887|INFO|nn.computeOptunaObjective|Trial 23 balacc:|[0.6916666666666667]
2023-06-17 02:34:03,887|INFO|nn.computeOptunaObjective|Trial 23 rocauc:|[0.7924242424242425]
2023-06-17 02:34:03,887|INFO|nn.computeOptunaObjective|Trial 23 timings:|0.8559600999999972
2023-06-17 02:34:03,887|INFO|nn.computeOptunaObjective|Trial 23 objective:|0.6916666666666667
2023-06-17 02:34:04,825|INFO|nn.computeOptunaObjective|Trial 24 params:|{'n_layers': 2, 'architecture': 'inner', 'lr': 0.0001, 'n_epochs': 200}
2023-06-17 02:34:04,825|INFO|nn.computeOptunaObjective|Trial 24 balacc:|[0.7106060606060606]
2023-06-17 02:34:04,825|INFO|nn.computeOptunaObjective|Trial 24 rocauc:|[0.8098484848484848]
2023-06-17 02:34:04,825|INFO|nn.computeOptunaObjective|Trial 24 timings:|0.9343214999999994
2023-06-17 02:34:04,825|INFO|nn.computeOptunaObjective|Trial 24 objective:|0.7106060606060606
2023-06-17 02:34:05,824|INFO|nn.computeOptunaObjective|Trial 25 params:|{'n_layers': 3, 'architecture': 'bottom', 'lr': 0.0001, 'n_epochs': 200}
2023-06-17 02:34:05,824|INFO|nn.computeOptunaObjective|Trial 25 balacc:|[0.731060606060606]
2023-06-17 02:34:05,824|INFO|nn.computeOptunaObjective|Trial 25 rocauc:|[0.8098484848484848]
2023-06-17 02:34:05,824|INFO|nn.computeOptunaObjective|Trial 25 timings:|0.9953164000000001
2023-06-17 02:34:05,824|INFO|nn.computeOptunaObjective|Trial 25 objective:|0.731060606060606
2023-06-17 02:34:06,534|INFO|nn.computeOptunaObjective|Trial 26 params:|{'n_layers': 2, 'architecture': 'outer', 'lr': 0.0001, 'n_epochs': 150}
