2022-12-16 01:34:08,242|INFO|__main__.startLogging|>>>> START LOGGING A GMTAMES EXPERIMENT
2022-12-16 01:34:08,242|INFO|__main__.startLogging|mode:|mtg
2022-12-16 01:34:08,242|INFO|__main__.startLogging|tasks:|TA102_S9
2022-12-16 01:34:08,242|INFO|__main__.startLogging|output:|mtg_experiment
2022-12-16 01:34:08,242|INFO|__main__.startLogging|device:|titanv
2022-12-16 01:34:08,242|INFO|__main__.startLogging|DONE
2022-12-16 01:34:08,242|INFO|mtg.runMTGExperiment|>>>> RUNNING MECHANISTIC TASK GROUPING EXPERIMENT
2022-12-16 01:34:08,242|INFO|data.generateModellingDatasets|>>>> GENERATING MODELLING DATASETS
2022-12-16 01:34:08,259|INFO|data.generateModellingDatasets|Task list parsed:|['TA102_S9']
2022-12-16 01:34:08,472|INFO|data.generateModellingDatasets|Modelling train dataset generated: (rows, columns)|694|1026
2022-12-16 01:34:08,472|INFO|data.generateModellingDatasets|Modelling val dataset generated: (rows, columns)|194|1026
2022-12-16 01:34:08,500|INFO|data.generateModellingDatasets|Modelling trainval dataset generated: (rows, columns)|888|1026
2022-12-16 01:34:08,503|INFO|data.generateModellingDatasets|Modelling test dataset generated: (rows, columns)|78|1026
2022-12-16 01:34:08,503|INFO|data.generateModellingDatasets|Modelling datasets generation timing:|0.24467099999999986
2022-12-16 01:34:08,503|INFO|data.generateModellingDatasets|DONE
2022-12-16 01:34:08,504|INFO|mtg.runMTGExperiment|Device confirmed:|cuda:0
2022-12-16 01:34:09,596|INFO|nn.loadModellingDataset|Train descriptors loaded (features, instances):|1024|694
2022-12-16 01:34:09,597|INFO|nn.loadModellingDataset|Train endpoints loaded (tasks, instances):|1|694
2022-12-16 01:34:09,598|INFO|nn.loadModellingDataset|Val descriptors loaded (features, instances):|1024|194
2022-12-16 01:34:09,599|INFO|nn.loadModellingDataset|Val endpoints loaded (tasks, instances):|1|194
2022-12-16 01:34:11,207|INFO|nn.computeOptunaObjective|Trial 0 params:|{'n_layers': 2, 'architecture': 'top', 'lr': 0.001, 'n_epochs': 200}
2022-12-16 01:34:11,208|INFO|nn.computeOptunaObjective|Trial 0 balacc:|[0.5850951374207188]
2022-12-16 01:34:11,208|INFO|nn.computeOptunaObjective|Trial 0 rocauc:|[0.7830338266384779]
