2022-12-16 01:59:17,266|INFO|__main__.startLogging|>>>> START LOGGING A GMTAMES EXPERIMENT
2022-12-16 01:59:17,266|INFO|__main__.startLogging|mode:|mtg
2022-12-16 01:59:17,266|INFO|__main__.startLogging|tasks:|TA1538_S9
2022-12-16 01:59:17,266|INFO|__main__.startLogging|output:|mtg_experiment
2022-12-16 01:59:17,266|INFO|__main__.startLogging|device:|titanv
2022-12-16 01:59:17,266|INFO|__main__.startLogging|DONE
2022-12-16 01:59:17,266|INFO|mtg.runMTGExperiment|>>>> RUNNING MECHANISTIC TASK GROUPING EXPERIMENT
2022-12-16 01:59:17,266|INFO|data.generateModellingDatasets|>>>> GENERATING MODELLING DATASETS
2022-12-16 01:59:17,281|INFO|data.generateModellingDatasets|Task list parsed:|['TA1538_S9']
2022-12-16 01:59:17,588|INFO|data.generateModellingDatasets|Modelling train dataset generated: (rows, columns)|1435|1026
2022-12-16 01:59:17,595|INFO|data.generateModellingDatasets|Modelling val dataset generated: (rows, columns)|398|1026
2022-12-16 01:59:17,628|INFO|data.generateModellingDatasets|Modelling trainval dataset generated: (rows, columns)|1833|1026
2022-12-16 01:59:17,628|INFO|data.generateModellingDatasets|Modelling test dataset generated: (rows, columns)|159|1026
2022-12-16 01:59:17,628|INFO|data.generateModellingDatasets|Modelling datasets generation timing:|0.36034370000000004
2022-12-16 01:59:17,628|INFO|data.generateModellingDatasets|DONE
2022-12-16 01:59:17,628|INFO|mtg.runMTGExperiment|Device confirmed:|cuda:0
2022-12-16 01:59:18,737|INFO|nn.loadModellingDataset|Train descriptors loaded (features, instances):|1024|1435
2022-12-16 01:59:18,737|INFO|nn.loadModellingDataset|Train endpoints loaded (tasks, instances):|1|1435
2022-12-16 01:59:18,740|INFO|nn.loadModellingDataset|Val descriptors loaded (features, instances):|1024|398
2022-12-16 01:59:18,740|INFO|nn.loadModellingDataset|Val endpoints loaded (tasks, instances):|1|398
2022-12-16 01:59:21,314|INFO|nn.computeOptunaObjective|Trial 0 params:|{'n_layers': 2, 'architecture': 'top', 'lr': 0.001, 'n_epochs': 200}
2022-12-16 01:59:21,314|INFO|nn.computeOptunaObjective|Trial 0 balacc:|[0.5956896551724138]
2022-12-16 01:59:21,314|INFO|nn.computeOptunaObjective|Trial 0 rocauc:|[0.7547126436781609]
2022-12-16 01:59:21,314|INFO|nn.computeOptunaObjective|Trial 0 timings:|2.5722147
2022-12-16 01:59:21,314|INFO|nn.computeOptunaObjective|Trial 0 objective:|0.5956896551724138
2022-12-16 01:59:22,511|INFO|nn.computeOptunaObjective|Trial 1 params:|{'n_layers': 4, 'architecture': 'top', 'lr': 0.001, 'n_epochs': 100}
2022-12-16 01:59:22,511|INFO|nn.computeOptunaObjective|Trial 1 balacc:|[0.61]
2022-12-16 01:59:22,511|INFO|nn.computeOptunaObjective|Trial 1 rocauc:|[0.7766091954022988]
2022-12-16 01:59:22,511|INFO|nn.computeOptunaObjective|Trial 1 timings:|1.194992
2022-12-16 01:59:22,511|INFO|nn.computeOptunaObjective|Trial 1 objective:|0.61
2022-12-16 01:59:23,597|INFO|nn.computeOptunaObjective|Trial 2 params:|{'n_layers': 3, 'architecture': 'outer', 'lr': 0.001, 'n_epochs': 100}
2022-12-16 01:59:23,597|INFO|nn.computeOptunaObjective|Trial 2 balacc:|[0.59]
2022-12-16 01:59:23,597|INFO|nn.computeOptunaObjective|Trial 2 rocauc:|[0.7690229885057472]
2022-12-16 01:59:23,597|INFO|nn.computeOptunaObjective|Trial 2 timings:|1.0863408999999997
2022-12-16 01:59:23,597|INFO|nn.computeOptunaObjective|Trial 2 objective:|0.59
2022-12-16 01:59:24,682|INFO|nn.computeOptunaObjective|Trial 3 params:|{'n_layers': 4, 'architecture': 'bottom', 'lr': 0.0001, 'n_epochs': 100}
2022-12-16 01:59:24,682|INFO|nn.computeOptunaObjective|Trial 3 balacc:|[0.5]
2022-12-16 01:59:24,682|INFO|nn.computeOptunaObjective|Trial 3 rocauc:|[0.6603448275862068]
2022-12-16 01:59:24,682|INFO|nn.computeOptunaObjective|Trial 3 timings:|1.0969514
2022-12-16 01:59:24,682|INFO|nn.computeOptunaObjective|Trial 3 objective:|0.5
2022-12-16 01:59:26,216|INFO|nn.computeOptunaObjective|Trial 4 params:|{'n_layers': 2, 'architecture': 'bottom', 'lr': 0.001, 'n_epochs': 150}
2022-12-16 01:59:26,216|INFO|nn.computeOptunaObjective|Trial 4 balacc:|[0.6142528735632184]
2022-12-16 01:59:26,216|INFO|nn.computeOptunaObjective|Trial 4 rocauc:|[0.7345402298850574]
2022-12-16 01:59:26,216|INFO|nn.computeOptunaObjective|Trial 4 timings:|1.5173725999999998
2022-12-16 01:59:26,216|INFO|nn.computeOptunaObjective|Trial 4 objective:|0.6142528735632184
2022-12-16 01:59:28,310|INFO|nn.computeOptunaObjective|Trial 5 params:|{'n_layers': 3, 'architecture': 'outer', 'lr': 0.0001, 'n_epochs': 200}
2022-12-16 01:59:28,310|INFO|nn.computeOptunaObjective|Trial 5 balacc:|[0.5700000000000001]
2022-12-16 01:59:28,310|INFO|nn.computeOptunaObjective|Trial 5 rocauc:|[0.743735632183908]
2022-12-16 01:59:28,310|INFO|nn.computeOptunaObjective|Trial 5 timings:|2.1061233999999995
2022-12-16 01:59:28,310|INFO|nn.computeOptunaObjective|Trial 5 objective:|0.5700000000000001
2022-12-16 01:59:29,529|INFO|nn.computeOptunaObjective|Trial 6 params:|{'n_layers': 4, 'architecture': 'top', 'lr': 0.0001, 'n_epochs': 100}
2022-12-16 01:59:29,529|INFO|nn.computeOptunaObjective|Trial 6 balacc:|[0.54]
2022-12-16 01:59:29,529|INFO|nn.computeOptunaObjective|Trial 6 rocauc:|[0.7783333333333333]
2022-12-16 01:59:29,529|INFO|nn.computeOptunaObjective|Trial 6 timings:|1.2026459999999997
2022-12-16 01:59:29,529|INFO|nn.computeOptunaObjective|Trial 6 objective:|0.54
2022-12-16 01:59:30,602|INFO|nn.computeOptunaObjective|Trial 7 params:|{'n_layers': 3, 'architecture': 'bottom', 'lr': 0.001, 'n_epochs': 100}
2022-12-16 01:59:30,603|INFO|nn.computeOptunaObjective|Trial 7 balacc:|[0.6085632183908046]
2022-12-16 01:59:30,603|INFO|nn.computeOptunaObjective|Trial 7 rocauc:|[0.7516666666666666]
2022-12-16 01:59:30,603|INFO|nn.computeOptunaObjective|Trial 7 timings:|1.0712089999999996
2022-12-16 01:59:30,603|INFO|nn.computeOptunaObjective|Trial 7 objective:|0.6085632183908046
2022-12-16 01:59:31,646|INFO|nn.computeOptunaObjective|Trial 8 params:|{'n_layers': 3, 'architecture': 'linear', 'lr': 0.0001, 'n_epochs': 100}
2022-12-16 01:59:31,646|INFO|nn.computeOptunaObjective|Trial 8 balacc:|[0.51]
2022-12-16 01:59:31,646|INFO|nn.computeOptunaObjective|Trial 8 rocauc:|[0.7643103448275861]
2022-12-16 01:59:31,646|INFO|nn.computeOptunaObjective|Trial 8 timings:|1.054491200000001
2022-12-16 01:59:31,646|INFO|nn.computeOptunaObjective|Trial 8 objective:|0.51
2022-12-16 01:59:33,196|INFO|nn.computeOptunaObjective|Trial 9 params:|{'n_layers': 2, 'architecture': 'bottom', 'lr': 0.0001, 'n_epochs': 150}
2022-12-16 01:59:33,196|INFO|nn.computeOptunaObjective|Trial 9 balacc:|[0.58]
2022-12-16 01:59:33,196|INFO|nn.computeOptunaObjective|Trial 9 rocauc:|[0.7342528735632183]
2022-12-16 01:59:33,196|INFO|nn.computeOptunaObjective|Trial 9 timings:|1.5431719000000008
2022-12-16 01:59:33,196|INFO|nn.computeOptunaObjective|Trial 9 objective:|0.58
2022-12-16 01:59:35,209|INFO|nn.computeOptunaObjective|Trial 10 params:|{'n_layers': 2, 'architecture': 'bottom', 'lr': 0.001, 'n_epochs': 200}
2022-12-16 01:59:35,209|INFO|nn.computeOptunaObjective|Trial 10 balacc:|[0.612816091954023]
2022-12-16 01:59:35,209|INFO|nn.computeOptunaObjective|Trial 10 rocauc:|[0.7313218390804598]
2022-12-16 01:59:35,209|INFO|nn.computeOptunaObjective|Trial 10 timings:|2.0026720000000005
2022-12-16 01:59:35,209|INFO|nn.computeOptunaObjective|Trial 10 objective:|0.612816091954023
2022-12-16 01:59:36,873|INFO|nn.computeOptunaObjective|Trial 11 params:|{'n_layers': 4, 'architecture': 'linear', 'lr': 0.001, 'n_epochs': 150}
2022-12-16 01:59:36,873|INFO|nn.computeOptunaObjective|Trial 11 balacc:|[0.61]
2022-12-16 01:59:36,873|INFO|nn.computeOptunaObjective|Trial 11 rocauc:|[0.7617816091954023]
2022-12-16 01:59:36,873|INFO|nn.computeOptunaObjective|Trial 11 timings:|1.674437300000001
2022-12-16 01:59:36,873|INFO|nn.computeOptunaObjective|Trial 11 objective:|0.61
2022-12-16 01:59:38,922|INFO|nn.computeOptunaObjective|Trial 12 params:|{'n_layers': 2, 'architecture': 'outer', 'lr': 0.001, 'n_epochs': 200}
2022-12-16 01:59:38,922|INFO|nn.computeOptunaObjective|Trial 12 balacc:|[0.6042528735632184]
2022-12-16 01:59:38,922|INFO|nn.computeOptunaObjective|Trial 12 rocauc:|[0.7499425287356323]
2022-12-16 01:59:38,922|INFO|nn.computeOptunaObjective|Trial 12 timings:|2.043506700000002
2022-12-16 01:59:38,922|INFO|nn.computeOptunaObjective|Trial 12 objective:|0.6042528735632184
2022-12-16 01:59:40,971|INFO|nn.computeOptunaObjective|Trial 13 params:|{'n_layers': 2, 'architecture': 'inner', 'lr': 0.001, 'n_epochs': 200}
2022-12-16 01:59:40,971|INFO|nn.computeOptunaObjective|Trial 13 balacc:|[0.6071264367816092]
2022-12-16 01:59:40,971|INFO|nn.computeOptunaObjective|Trial 13 rocauc:|[0.7529885057471264]
2022-12-16 01:59:40,971|INFO|nn.computeOptunaObjective|Trial 13 timings:|2.0412348000000016
2022-12-16 01:59:40,971|INFO|nn.computeOptunaObjective|Trial 13 objective:|0.6071264367816092
2022-12-16 01:59:43,130|INFO|nn.computeOptunaObjective|Trial 14 params:|{'n_layers': 3, 'architecture': 'linear', 'lr': 0.0001, 'n_epochs': 200}
2022-12-16 01:59:43,131|INFO|nn.computeOptunaObjective|Trial 14 balacc:|[0.5700000000000001]
2022-12-16 01:59:43,131|INFO|nn.computeOptunaObjective|Trial 14 rocauc:|[0.7541379310344827]
2022-12-16 01:59:43,131|INFO|nn.computeOptunaObjective|Trial 14 timings:|2.1535240999999985
2022-12-16 01:59:43,131|INFO|nn.computeOptunaObjective|Trial 14 objective:|0.5700000000000001
2022-12-16 01:59:44,750|INFO|nn.computeOptunaObjective|Trial 15 params:|{'n_layers': 3, 'architecture': 'outer', 'lr': 0.0001, 'n_epochs': 150}
2022-12-16 01:59:44,750|INFO|nn.computeOptunaObjective|Trial 15 balacc:|[0.5700000000000001]
2022-12-16 01:59:44,750|INFO|nn.computeOptunaObjective|Trial 15 rocauc:|[0.7560919540229885]
2022-12-16 01:59:44,750|INFO|nn.computeOptunaObjective|Trial 15 timings:|1.6159721000000005
2022-12-16 01:59:44,750|INFO|nn.computeOptunaObjective|Trial 15 objective:|0.5700000000000001
2022-12-16 01:59:46,298|INFO|nn.computeOptunaObjective|Trial 16 params:|{'n_layers': 2, 'architecture': 'inner', 'lr': 0.0001, 'n_epochs': 150}
2022-12-16 01:59:46,298|INFO|nn.computeOptunaObjective|Trial 16 balacc:|[0.5700000000000001]
2022-12-16 01:59:46,298|INFO|nn.computeOptunaObjective|Trial 16 rocauc:|[0.7520114942528735]
2022-12-16 01:59:46,298|INFO|nn.computeOptunaObjective|Trial 16 timings:|1.5457116000000006
2022-12-16 01:59:46,298|INFO|nn.computeOptunaObjective|Trial 16 objective:|0.5700000000000001
2022-12-16 01:59:47,813|INFO|nn.computeOptunaObjective|Trial 17 params:|{'n_layers': 2, 'architecture': 'linear', 'lr': 0.001, 'n_epochs': 150}
2022-12-16 01:59:47,814|INFO|nn.computeOptunaObjective|Trial 17 balacc:|[0.6142528735632184]
2022-12-16 01:59:47,814|INFO|nn.computeOptunaObjective|Trial 17 rocauc:|[0.7510919540229885]
2022-12-16 01:59:47,814|INFO|nn.computeOptunaObjective|Trial 17 timings:|1.5137968999999991
2022-12-16 01:59:47,814|INFO|nn.computeOptunaObjective|Trial 17 objective:|0.6142528735632184
2022-12-16 01:59:50,066|INFO|nn.computeOptunaObjective|Trial 18 params:|{'n_layers': 4, 'architecture': 'linear', 'lr': 0.001, 'n_epochs': 200}
2022-12-16 01:59:50,066|INFO|nn.computeOptunaObjective|Trial 18 balacc:|[0.6085632183908046]
2022-12-16 01:59:50,066|INFO|nn.computeOptunaObjective|Trial 18 rocauc:|[0.7754885057471265]
