2022-12-16 02:06:33,220|INFO|__main__.startLogging|>>>> START LOGGING A GMTAMES EXPERIMENT
2022-12-16 02:06:33,220|INFO|__main__.startLogging|mode:|mtg
2022-12-16 02:06:33,220|INFO|__main__.startLogging|tasks:|TA98
2022-12-16 02:06:33,220|INFO|__main__.startLogging|output:|mtg_experiment
2022-12-16 02:06:33,220|INFO|__main__.startLogging|device:|titanv
2022-12-16 02:06:33,220|INFO|__main__.startLogging|DONE
2022-12-16 02:06:33,220|INFO|mtg.runMTGExperiment|>>>> RUNNING MECHANISTIC TASK GROUPING EXPERIMENT
2022-12-16 02:06:33,220|INFO|data.generateModellingDatasets|>>>> GENERATING MODELLING DATASETS
2022-12-16 02:06:33,220|INFO|data.generateModellingDatasets|Task list parsed:|['TA98']
2022-12-16 02:06:33,976|INFO|data.generateModellingDatasets|Modelling train dataset generated: (rows, columns)|4306|1026
2022-12-16 02:06:34,000|INFO|data.generateModellingDatasets|Modelling val dataset generated: (rows, columns)|1196|1026
2022-12-16 02:06:34,129|INFO|data.generateModellingDatasets|Modelling trainval dataset generated: (rows, columns)|5502|1026
2022-12-16 02:06:34,142|INFO|data.generateModellingDatasets|Modelling test dataset generated: (rows, columns)|478|1026
2022-12-16 02:06:34,142|INFO|data.generateModellingDatasets|Modelling datasets generation timing:|0.9131894000000003
2022-12-16 02:06:34,142|INFO|data.generateModellingDatasets|DONE
2022-12-16 02:06:34,146|INFO|mtg.runMTGExperiment|Device confirmed:|cuda:0
2022-12-16 02:06:35,268|INFO|nn.loadModellingDataset|Train descriptors loaded (features, instances):|1024|4306
2022-12-16 02:06:35,268|INFO|nn.loadModellingDataset|Train endpoints loaded (tasks, instances):|1|4306
2022-12-16 02:06:35,268|INFO|nn.loadModellingDataset|Val descriptors loaded (features, instances):|1024|1196
2022-12-16 02:06:35,268|INFO|nn.loadModellingDataset|Val endpoints loaded (tasks, instances):|1|1196
2022-12-16 02:06:42,168|INFO|nn.computeOptunaObjective|Trial 0 params:|{'n_layers': 2, 'architecture': 'top', 'lr': 0.001, 'n_epochs': 200}
2022-12-16 02:06:42,168|INFO|nn.computeOptunaObjective|Trial 0 balacc:|[0.6346595420502585]
