2022-12-16 03:16:12,765|INFO|__main__.startLogging|>>>> START LOGGING A GMTAMES EXPERIMENT
2022-12-16 03:16:12,781|INFO|__main__.startLogging|mode:|mtg
2022-12-16 03:16:12,781|INFO|__main__.startLogging|tasks:|TA100_S9,TA102_S9,TA104_S9,TA1535_S9,TA1537_S9,TA1538_S9,TA97_S9,TA98_S9
2022-12-16 03:16:12,781|INFO|__main__.startLogging|output:|mtg_experiment
2022-12-16 03:16:12,781|INFO|__main__.startLogging|device:|titanv
2022-12-16 03:16:12,781|INFO|__main__.startLogging|DONE
2022-12-16 03:16:12,781|INFO|mtg.runMTGExperiment|>>>> RUNNING MECHANISTIC TASK GROUPING EXPERIMENT
2022-12-16 03:16:12,781|INFO|data.generateModellingDatasets|>>>> GENERATING MODELLING DATASETS
2022-12-16 03:16:12,781|INFO|data.generateModellingDatasets|Task list parsed:|['TA100_S9', 'TA102_S9', 'TA104_S9', 'TA1535_S9', 'TA1537_S9', 'TA1538_S9', 'TA97_S9', 'TA98_S9']
2022-12-16 03:16:15,806|INFO|data.generateModellingDatasets|Modelling train dataset generated: (rows, columns)|5894|1033
2022-12-16 03:16:15,872|INFO|data.generateModellingDatasets|Modelling val dataset generated: (rows, columns)|2458|1033
2022-12-16 03:16:16,122|INFO|data.generateModellingDatasets|Modelling trainval dataset generated: (rows, columns)|6711|1033
2022-12-16 03:16:16,165|INFO|data.generateModellingDatasets|Modelling test dataset generated: (rows, columns)|1372|1033
2022-12-16 03:16:16,166|INFO|data.generateModellingDatasets|Modelling datasets generation timing:|3.3844258999999997
2022-12-16 03:16:16,166|INFO|data.generateModellingDatasets|DONE
2022-12-16 03:16:16,170|INFO|mtg.runMTGExperiment|Device confirmed:|cuda:0
2022-12-16 03:16:17,287|INFO|nn.loadModellingDataset|Train descriptors loaded (features, instances):|1024|5894
2022-12-16 03:16:17,287|INFO|nn.loadModellingDataset|Train endpoints loaded (tasks, instances):|8|5894
2022-12-16 03:16:17,298|INFO|nn.loadModellingDataset|Val descriptors loaded (features, instances):|1024|2458
2022-12-16 03:16:17,298|INFO|nn.loadModellingDataset|Val endpoints loaded (tasks, instances):|8|2458
2022-12-16 03:16:28,224|INFO|nn.computeOptunaObjective|Trial 0 params:|{'n_layers': 2, 'architecture': 'top', 'lr': 0.001, 'n_epochs': 200}
2022-12-16 03:16:28,224|INFO|nn.computeOptunaObjective|Trial 0 balacc:|[0.6787586788063091, 0.6900105708245243, 0.5858343337334934, 0.5869192455295175, 0.6507895148262025, 0.6813793103448276, 0.6488673139158576, 0.6961152882205514]
2022-12-16 03:16:28,224|INFO|nn.computeOptunaObjective|Trial 0 rocauc:|[0.7579222159122135, 0.8321881606765329, 0.6230492196878752, 0.7156956805748347, 0.8120668091093856, 0.8448275862068965, 0.8434915498022294, 0.8059456677407805]
2022-12-16 03:16:28,224|INFO|nn.computeOptunaObjective|Trial 0 timings:|10.9195901
2022-12-16 03:16:28,224|INFO|nn.computeOptunaObjective|Trial 0 objective:|0.6523342820251604
2022-12-16 03:16:33,746|INFO|nn.computeOptunaObjective|Trial 1 params:|{'n_layers': 4, 'architecture': 'top', 'lr': 0.001, 'n_epochs': 100}
